Name Equatorial Polar BlueF GreenF RedF Parallax RadialVelocity Variable?
S332141 173.6841 123.996 1.417e-19 2.047e-19 3.073e-19 0.0 135.85 1.0
S332142 173.6266 124.0269 1.752e-18 2.003e-18 1.869e-18 0.0 135.51 0.0
S332143 173.6025 124.0454 2.588e-18 2.737e-18 2.157e-18 0.0 134.51 0.0
S332144 173.6368 124.0554 1.0679999999999999e-23 3.47e-23 2.9939999999999995e-22 0.0 133.52 0.0
S332145 173.6564 124.0265 3.63e-20 5.469e-20 9.458000000000001e-20 0.0 134.44 0.0
S332146 173.6349 124.0458 9.379e-26 5.083e-25 1.257e-23 0.0 133.92 0.0
S332147 173.6471 124.039 1.132e-22 2.829e-22 1.359e-21 0.0 133.83 0.0
S332148 173.6406 124.0213 2.05e-21 4.18e-21 1.3190000000000001e-20 0.0 135.35 0.0
S332149 173.5753 124.0156 7.79e-19 8.861e-19 8.469e-19 0.0 135.79 0.0
S332150 173.627 124.0449 1.056e-21 8.380999999999999e-22 3.9659999999999995e-22 0.0 133.68 0.0
S332151 173.6348 124.0486 4.285e-19 5.5e-19 6.398e-19 0.0 133.89 0.0
S332152 173.6364 124.054 1.233e-17 1.127e-17 6.835e-18 0.0 133.11 0.0
S332153 173.6431 124.0251 2.039e-19 2.766e-19 3.67e-19 0.0 134.62 0.0
S332154 173.6623 124.0108 9.294e-22 2.215e-21 9.881e-21 0.0 135.66 0.0
S332155 173.6415 124.0779 1.68e-21 3.403e-21 1.0690000000000001e-20 0.0 133.1 0.0
S332156 173.6318 124.0299 2.093e-16 1.62e-16 6.959e-17 0.0 134.64 1.0
S332157 173.6544 124.0171 8.734e-18 8.696e-18 6.017e-18 0.0 134.9 0.0
S332158 173.6738 124.0336 9.663000000000001e-20 1.309e-19 1.685e-19 0.0 133.57 0.0
S332159 173.671 124.025 1.128e-16 1.89e-16 4.164e-16 0.0 134.15 0.0
S332160 173.6324 123.9899 3.105e-17 2.675e-17 1.41e-17 0.0 135.96 0.0
S332161 173.6514 124.0345 1.513e-17 1.456e-17 9.548e-18 0.0 134.2 0.0
S332162 173.6465 124.0058 3.7350000000000006e-20 6.055e-20 1.221e-19 0.0 135.53 0.0
S332163 173.6339 124.0541 3.147e-18 3.427e-18 2.897e-18 0.0 133.28 0.0
S332164 173.6808 124.0857 9.234e-17 7.694e-17 3.722e-17 0.0 132.6 0.0
S332165 173.6446 124.0642 2.708e-18 3.02e-18 2.658e-18 0.0 132.8 0.0
S332166 173.5887 124.0312 3.063e-17 2.766e-17 1.61e-17 0.0 135.31 0.0
S332167 173.6912 124.0308 2.983e-24 9.984e-24 9.103e-23 0.0 132.86 0.0
S332168 173.6329 124.0292 1.692e-12 1.28e-12 5.317e-13 0.0 134.64 1.0
S332169 173.5967 124.0473 1.309e-23 3.9659999999999996e-23 2.8479999999999997e-22 0.0 134.43 0.0
S332170 173.6021 124.0632 2.577e-18 2.927e-18 2.715e-18 0.0 132.72 0.0
S332171 173.707 124.0564 5.276e-24 1.649e-23 1.269e-22 0.0 132.38 0.0
S332172 173.6766 124.0394 1.332e-16 1.064e-16 4.929e-17 0.0 133.41 0.0
S332173 173.6968 123.9836 8.373e-17 6.766e-17 3.143e-17 0.0 135.54 0.0
S332174 173.6163 124.0095 1.192e-18 1.413e-18 1.402e-18 0.0 135.47 0.0
S332175 173.5931 124.032 8.557e-22 7.031999999999999e-22 3.4199999999999997e-22 0.001 134.69 0.0
S332176 173.6504 124.0412 7.088e-17 5.594e-17 2.617e-17 0.0 133.51 0.0
S332177 173.6796 124.0632 1.479e-19 2.064e-19 2.874e-19 0.0 132.45 0.0
S332178 173.7053 124.0036 3.323e-15 2.343e-15 8.257e-16 0.0 134.54 0.0
S332179 173.6587 124.0569 3.404e-18 3.7e-18 3.073e-18 0.0 132.76 0.0
S332180 173.6399 124.0515 2.924e-21 2.0480000000000002e-21 7.060999999999999e-22 0.0 133.23 0.0
S332181 173.6647 124.083 2.5499999999999998e-23 7.526e-23 5.17e-22 0.0 132.5 0.0
S332182 173.6731 124.063 1.063e-20 1.977e-20 5.2200000000000006e-20 0.0 132.66 0.0
S332183 173.561 124.0353 1.208e-17 1.157e-17 7.638e-18 0.0 135.08 0.0
S332184 173.6866 123.9962 5.374e-19 6.508e-19 7.067e-19 0.0 136.07 0.0
S332185 173.6705 124.0473 7.767e-17 6.13e-17 2.731e-17 0.0 133.1 0.0
S332186 173.6528 124.0423 2.764e-19 3.605e-19 4.501e-19 0.001 133.47 0.0
S332187 173.6779 124.0524 3.01e-21 2.077e-21 7.114e-22 0.0 132.62 0.0
S332188 173.6103 124.0498 2.335e-17 2.016e-17 1.125e-17 0.0 134.4 0.0
S332189 173.6371 124.0174 3.137e-17 2.637e-17 1.361e-17 0.0 135.36 0.0
S332190 173.6356 124.0112 2.187e-21 1.5650000000000001e-21 5.974999999999999e-22 0.0 135.39 0.0
S332191 173.6217 124.0343 3.683e-17 3.07e-17 1.559e-17 0.0 135.4 0.0
S332192 173.6231 123.9771 5.417e-20 8.142e-20 1.343e-19 0.0 136.03 0.0
S332193 173.628 124.053 6.416e-21 1.1910000000000001e-20 3.0940000000000005e-20 0.0 133.83 0.0
S332194 173.6474 124.0652 3.312e-21 2.249e-21 7.542e-22 0.0 132.8 0.0
S332195 173.5837 124.0575 3.282e-18 3.481e-18 2.867e-18 0.0 134.25 0.0
S332196 173.6497 124.0583 2.962e-18 3.16e-18 2.566e-18 0.0 133.01 0.0
S332197 173.6487 124.0227 8.466999999999999e-22 1.874e-21 7.012e-21 0.0 134.93 0.0
S332198 173.6524 124.0532 4.1920000000000005e-20 6.595000000000001e-20 1.241e-19 0.0 133.41 0.0
S332199 173.6262 124.0084 9.123e-22 2.071e-21 8.227000000000001e-21 0.0 135.69 0.0
S332200 173.6454 124.0625 2.213e-23 6.596999999999999e-23 4.679e-22 0.0 133.08 0.0
S332201 173.6775 124.0473 8.139999999999999e-22 1.939e-21 8.401e-21 0.0 132.71 0.0
S332202 173.6441 123.9945 3.377e-18 3.378e-18 2.513e-18 0.0 135.69 0.0
S332203 173.6212 124.0092 5.382e-17 4.5e-17 2.218e-17 0.0 135.45 0.0
S332204 173.6633 124.0127 1.111e-21 2.135e-21 5.708e-21 0.0 135.0 0.0
S332205 173.6129 124.0603 4.5380000000000004e-20 7.390000000000001e-20 1.452e-19 0.0 133.8 0.0
S332206 173.6712 124.0037 1.096e-16 8.539e-17 3.835e-17 0.0 135.66 0.0
S332207 173.6913 124.0489 2.553e-20 4.092e-20 7.721e-20 0.0 132.7 0.0
S332208 173.5955 124.0577 3.22e-19 3.998e-19 4.494e-19 0.0 134.21 0.0
S332209 173.6223 124.0385 3.863e-26 2.233e-25 6.236e-24 0.0 134.32 0.0
S332210 173.5967 124.0508 1.813e-21 3.955e-21 1.4720000000000002e-20 0.0 134.49 0.0
S332211 173.6315 124.0017 2.3690000000000002e-21 1.712e-21 6.183999999999999e-22 0.0 135.73 0.0
S332212 173.6546 124.0129 3.161e-18 3.369e-18 2.794e-18 0.0 135.15 0.0
S332213 173.6736 124.0808 6.575e-23 1.5009999999999998e-22 5.858999999999999e-22 0.0 132.28 0.0
S332214 173.6542 124.0306 2.594e-19 3.63e-19 5.468e-19 0.0 134.3 0.0
S332215 173.6596 124.0293 2.529e-19 3.321e-19 4.02e-19 0.0 134.21 0.0
S332216 173.6306 124.0293 6.119e-22 1.467e-21 6.47e-21 0.0 134.77 0.0
S332217 173.6767 124.0281 1.6400000000000003e-20 2.907e-20 6.552000000000001e-20 0.0 133.97 0.0
S332218 173.6838 124.0321 3.928e-20 6.068000000000001e-20 1.071e-19 0.0 133.77 0.0
S332219 173.6712 124.0361 5.647e-23 1.38e-22 6.244999999999999e-22 0.0 133.64 0.0
S332220 173.6515 124.0871 7.112e-21 1.2210000000000001e-20 2.7640000000000004e-20 0.0 132.31 0.0
S332221 173.6303 123.9912 1.872e-21 3.903e-21 1.3260000000000001e-20 0.0 135.88 0.0
S332222 173.663 124.0125 2.087e-21 4.04e-21 1.1700000000000002e-20 0.0 135.41 0.0
S332223 173.6523 124.0269 3.157e-21 2.1490000000000002e-21 7.371999999999999e-22 0.001 135.38 0.0
S332224 173.6535 124.0893 1.534e-19 2.01e-19 2.591e-19 0.0 132.32 0.0
S332225 173.6064 124.0473 8.674e-21 1.525e-20 3.5520000000000003e-20 0.0 135.7 0.0
S332226 173.6096 124.0485 8.169000000000001e-20 1.266e-19 2.185e-19 0.0 134.9 0.0
S332227 173.6889 124.0574 1.037e-20 1.6930000000000002e-20 3.4810000000000005e-20 0.0 132.57 0.0
S332228 173.6378 123.9857 1.193e-18 1.408e-18 1.396e-18 0.001 135.48 0.0
S332229 173.6676 124.0273 2.158e-17 2.05e-17 1.321e-17 0.0 134.05 0.0
S332230 173.6226 124.0231 2.924e-21 2.0240000000000002e-21 7.207999999999999e-22 0.0 135.01 0.0
S332231 173.6357 124.0188 6.409e-25 2.869e-24 4.93e-23 0.0 135.29 0.0
S332232 173.6614 124.0466 5.422e-21 1.0150000000000001e-20 2.6920000000000004e-20 0.0 133.25 0.0
S332233 173.6444 124.0511 1.5299999999999999e-24 5.487e-24 5.506e-23 0.0 132.99 0.0
S332234 173.6486 124.0213 7.368e-23 1.8059999999999998e-22 8.4469999999999995e-22 0.0 135.16 0.0
S332235 173.6432 124.0549 3.509e-17 5.107e-17 7.82e-17 0.0 132.91 0.0
S332236 173.6626 123.996 7.961e-13 5.566e-13 1.916e-13 0.0 135.51 0.0
S332237 173.645 123.9956 3.35e-19 4.276e-19 5.04e-19 0.0 135.49 0.0
S332238 173.6383 124.0627 1.008e-16 8.29e-17 4.11e-17 0.0 133.06 0.0
S332239 173.6723 124.0801 1.695e-20 2.738e-20 5.3920000000000006e-20 0.0 132.38 0.0
S332240 173.6307 124.0191 3.809e-22 8.536999999999999e-22 3.25e-21 0.0 135.54 0.0
S332241 173.6533 124.0277 5.254e-17 4.612e-17 2.52e-17 0.0 134.64 0.0
S332242 173.6782 124.0239 4.184e-21 7.943e-21 2.1830000000000002e-20 0.0 134.05 1.0
S332243 173.6181 124.0069 4.37e-19 5.255e-19 5.298e-19 0.0 135.61 0.0
S332244 173.6229 124.0718 1.939e-19 2.701e-19 3.929e-19 0.0 132.63 0.0
S332245 173.6331 124.0514 2.9020000000000004e-20 4.7660000000000004e-20 9.251000000000001e-20 0.0 133.69 0.0
S332246 173.6487 124.0088 6.819000000000001e-20 1.031e-19 1.756e-19 0.0 135.26 0.0
S332247 173.6678 124.023 2.188e-21 1.592e-21 6.037999999999999e-22 0.0 134.27 0.0
S332248 173.6561 124.0185 1.15e-16 9.115e-17 4.034e-17 0.0 134.63 0.0
S332249 173.6667 124.0156 3.887e-18 4.04e-18 3.161e-18 0.0 134.58 0.0
S332250 173.6517 124.0225 3.0339999999999997e-22 6.927999999999999e-22 2.834e-21 0.001 134.81 0.0
S332251 173.6599 124.0286 1.674e-22 4.370999999999999e-22 2.328e-21 0.0 134.19 0.0
S332252 173.6533 124.0327 5.861e-21 1.0720000000000001e-20 2.7060000000000003e-20 0.0 134.17 0.0
S332253 173.6475 124.0568 1.2609999999999999e-22 3.252e-22 1.6970000000000002e-21 0.001 133.26 0.0
S332254 173.6414 124.046 5.2819999999999995e-22 1.095e-21 3.559e-21 0.0 133.69 0.0
S332255 173.6341 124.0491 3.041e-21 2.096e-21 7.100999999999999e-22 0.0 133.71 0.0
S332256 173.6536 124.0223 2.071e-17 3.679e-17 8.72e-17 0.0 134.61 0.0
S332257 173.6518 124.0543 5.255e-21 9.537e-21 2.4210000000000002e-20 0.0 133.17 0.0
S332258 173.6411 124.0417 2.836e-17 5.541e-17 1.61e-16 0.0 133.98 0.0
S332259 173.652 124.0247 1.546e-20 2.6940000000000002e-20 6.010000000000001e-20 0.0 134.63 0.0
S332260 173.6447 124.0564 2.259e-17 2.007e-17 1.187e-17 0.0 133.29 0.0
S332261 173.6559 124.019 7.628e-18 7.514e-18 5.168e-18 0.0 134.67 0.0
S332262 173.6404 124.0441 2.139e-22 4.853e-22 1.854e-21 0.0 133.97 0.0
S332263 173.6482 124.0405 9.287e-19 1.093e-18 1.056e-18 0.0 133.8 0.0
S332264 173.6655 124.0057 3.198e-19 4.141e-19 5.11e-19 0.0 134.94 0.0
S332265 173.6515 124.0499 1.273e-12 9.59e-13 3.948e-13 0.0 133.35 1.0
S332266 173.6275 124.0451 8.181e-24 2.554e-23 1.9099999999999998e-22 0.0 134.05 0.0
S332267 173.6567 124.0301 4.513e-21 9.145e-21 2.774e-20 0.0 134.2 0.0
S332268 173.6558 124.0238 5.866e-21 1.1200000000000002e-20 3.1630000000000005e-20 0.0 134.52 0.0
S332269 173.6349 124.0566 1.73e-16 1.321e-16 5.797e-17 0.0 133.54 1.0
S332270 173.6498 124.0136 3.229e-21 2.207e-21 7.369999999999999e-22 0.0 134.88 0.0
S332271 173.6616 124.0212 1.221e-22 3.6389999999999994e-22 2.527e-21 0.0 134.43 0.0
S332272 173.65 124.0186 3.734e-17 3.23e-17 1.734e-17 0.0 134.73 0.0
S332273 173.653 124.0183 6.581e-17 5.585e-17 2.783e-17 0.0 134.78 0.0
S332274 173.6527 124.0205 7.628e-21 1.367e-20 3.175e-20 0.0 134.71 0.0
S332275 173.6624 124.0133 5.657e-21 1.0670000000000001e-20 2.878e-20 0.0 134.66 0.0
S332276 173.6649 124.0142 1.281e-18 1.385e-18 1.212e-18 0.0 134.72 0.0
S332277 173.6519 124.0183 2.913e-17 2.704e-17 1.703e-17 0.0 134.99 0.0
S332278 173.654 124.0282 2.591e-19 3.397e-19 4.333e-19 0.0 134.43 0.0
S332279 173.659 124.0183 2.408e-21 1.706e-21 6.13e-22 0.0 134.69 0.0
S332280 173.6221 124.0565 5.645e-22 1.3480000000000001e-21 5.909e-21 0.0 133.79 0.0
S332281 173.6472 124.0104 6.446e-18 1.338e-17 4.318e-17 0.0 135.29 0.0
S332282 173.6607 124.0196 6.454e-21 1.166e-20 2.8800000000000005e-20 0.001 134.53 0.0
S332283 173.665 124.022 2.721e-17 5.686e-17 1.956e-16 0.0 134.4 0.0
S332284 173.6307 124.0509 7.913e-19 9.51e-19 1.016e-18 0.0 133.76 0.0
S332285 173.6433 124.0572 1.673e-19 2.343e-19 3.447e-19 0.0 133.32 0.0
S332286 173.6232 124.0558 2.847e-21 1.939e-21 6.774999999999999e-22 0.0 133.83 0.0
S332287 173.6247 124.053 1.391e-18 1.608e-18 1.596e-18 0.0 133.83 0.0
S332288 173.6625 124.0208 2.616e-21 1.841e-21 6.704999999999999e-22 0.0 134.45 0.0
S332289 173.652 124.0123 6.908e-19 8.276e-19 8.794e-19 0.0 135.0 0.0
S332290 173.6398 124.0567 1.752e-21 3.3320000000000002e-21 8.891e-21 0.0 133.3 0.0
S332291 173.6613 124.0264 1.023e-19 1.451e-19 2.211e-19 0.0 134.27 0.0
S332292 173.6656 124.0123 3.76e-20 5.783000000000001e-20 1.007e-19 0.0 134.66 0.0
S332293 173.648 124.0066 1.109e-21 2.191e-21 6.65e-21 0.0 135.08 0.0
S332294 173.6704 124.014 1.552e-17 1.434e-17 8.917e-18 0.0 134.61 0.0
S332295 173.6662 124.0011 6.524000000000001e-20 9.881000000000001e-20 1.717e-19 0.0 135.08 0.0
S332296 173.6492 124.0144 2.698e-21 1.909e-21 6.773999999999999e-22 0.0 135.08 0.0
S332297 173.6247 124.0625 2.861e-21 1.995e-21 7.04e-22 0.0 133.63 0.0
S332298 173.629 124.055 1.196e-19 1.841e-19 3.271e-19 0.0 133.73 0.0
S332299 173.6674 124.012 2.987e-20 4.976e-20 1.038e-19 0.0 134.83 0.0
S332300 173.6347 124.0631 7.091e-17 6.215e-17 3.343e-17 0.0 133.38 0.0
S332301 173.6646 124.0156 5.329e-19 6.366e-19 6.684e-19 0.0 134.62 0.0
S332302 173.6622 124.0069 7.056e-19 8.313e-19 8.786e-19 0.0 134.79 0.0
S332303 173.6593 124.022 5.378e-21 1.023e-20 2.776e-20 0.0 134.52 0.0
S332304 173.6424 124.0164 1.084e-22 2.866e-22 1.569e-21 0.0 135.05 0.0
S332305 173.6596 124.0031 2.785e-19 3.61e-19 4.664e-19 0.0 134.99 0.0
S332306 173.6707 124.014 8.355999999999999e-22 1.912e-21 7.934e-21 0.0 134.61 0.0
S332307 173.6594 124.0036 9.002e-17 7.383e-17 3.533e-17 0.0 135.05 0.0
S332308 173.656 124.0104 9.529e-13 7.885e-13 3.753e-13 0.0 135.01 1.0
S332309 173.6611 124.0131 2.064e-18 2.25e-18 1.865e-18 0.0 134.64 0.0
S332310 173.642 124.0591 2.701e-17 2.341e-17 1.272e-17 0.0 133.18 0.0
S332311 173.6575 124.0139 1.625e-18 1.858e-18 1.772e-18 0.0 134.81 0.0
S332312 173.6315 124.0531 4.1159999999999995e-22 9.45e-22 3.992e-21 0.0 133.74 0.0
S332313 173.6351 124.0638 8.474e-21 1.459e-20 3.2730000000000006e-20 0.0 133.29 0.0
S332314 173.6347 124.0517 7.479000000000001e-20 1.084e-19 1.675e-19 0.0 133.74 0.0
S332315 173.6638 124.0251 1.719e-23 5.271e-23 3.9729999999999994e-22 0.0 134.29 0.0
S332316 173.6255 124.058 1.59e-21 3.028e-21 8.209e-21 0.0 133.59 0.0
S332317 173.6569 124.0145 1.379e-16 1.102e-16 5.031e-17 0.0 134.84 0.0
S332318 173.6583 124.0052 1.312e-18 1.492e-18 1.423e-18 0.0 134.93 0.0
S332319 173.6462 124.0637 8.394e-16 6.011e-16 2.31e-16 0.0 133.22 0.0
S332320 173.6606 124.032 4.165e-19 5.18e-19 5.953e-19 0.0 134.03 0.0
S332321 173.6574 124.0029 6.923e-18 7.048e-18 5.351e-18 0.0 135.03 0.0
S332322 173.6569 124.0093 2.478e-17 2.407e-17 1.603e-17 0.0 134.81 0.0
S332323 173.632 124.0608 7.579e-21 1.38e-20 3.313e-20 0.0 133.37 0.0
S332324 173.6576 124.0141 4.7040000000000004e-20 7.153e-20 1.241e-19 0.0 134.85 0.0
S332325 173.6412 124.0052 2.1280000000000002e-20 3.5430000000000005e-20 7.244e-20 0.0 135.27 0.0
S332326 173.6355 124.0696 2.087e-17 3.779e-17 9.422e-17 0.0 133.31 0.0
S332327 173.6356 124.0581 7.022e-13 6.222e-13 3.453e-13 0.0 133.54 1.0
S332328 173.6733 124.0093 1.199e-16 9.693e-17 4.63e-17 0.0 134.69 0.0
S332329 173.6607 124.0136 6.442e-20 9.209000000000001e-20 1.404e-19 0.0 134.67 0.0
S332330 173.639 124.0514 9.299000000000001e-20 1.291e-19 1.87e-19 0.0 133.62 0.0
S332331 173.6533 124.0146 1.099e-18 1.26e-18 1.275e-18 0.0 134.76 0.0
S332332 173.6335 124.0501 1.524e-16 1.196e-16 5.299e-17 0.0 133.79 0.0
S332333 173.658 124.0127 3.555e-22 8.93e-22 4.287e-21 0.0 134.8 0.0
S332334 173.6298 124.0537 3.286e-17 2.903e-17 1.646e-17 0.0 133.72 0.0
S332335 173.6257 124.0584 4.586e-22 1.041e-21 4.231e-21 0.0 133.63 0.0
S332336 173.6276 124.0516 8.456e-17 7.109e-17 3.573e-17 0.0 133.96 0.0
S332337 173.6695 124.0179 1.217e-16 1e-16 4.887e-17 0.0 134.43 0.0
S332338 173.6565 124.0127 1.762e-17 3.204e-17 7.7e-17 0.0 134.75 0.0
S332339 173.6176 124.0566 3.419e-17 3.114e-17 1.843e-17 0.0 133.87 0.0
S332340 173.6219 124.061 1.684e-25 8.872e-25 2.09e-23 0.0 133.79 0.0
S332341 173.6566 124.0143 1.182e-19 1.629e-19 2.335e-19 0.0 134.77 0.0
S332342 173.63 124.0591 2.169e-21 1.576e-21 5.988999999999999e-22 0.0 133.58 0.0
S332343 173.6665 124.0104 1.086e-19 1.514e-19 2.115e-19 0.0 134.64 0.0
S332344 173.6689 124.019 1.264e-23 3.7389999999999997e-23 2.605e-22 0.0 134.39 0.0
S332345 173.6648 124.0073 2.598e-19 3.532e-19 4.746e-19 0.0 134.78 0.0
S332346 173.6581 124.0081 2.17e-20 3.436e-20 6.239000000000001e-20 0.0 134.96 0.0
S332347 173.6707 124.025 9.629000000000001e-21 1.719e-20 4.1040000000000003e-20 0.0 134.21 0.0
S332348 173.6674 124.0108 9.742e-18 9.143e-18 6.017e-18 0.0 134.67 0.0
S332349 173.6553 124.0065 5.495e-22 1.215e-21 4.521e-21 0.0 134.97 0.0
S332350 173.6578 124.0031 7.543e-18 1.455e-17 4.14e-17 0.0 134.92 0.0
S332351 173.6603 124.0132 2.423e-21 1.742e-21 6.317999999999999e-22 0.0 134.69 0.0
S332352 173.6363 124.0658 1.226e-18 1.413e-18 1.405e-18 0.0 133.24 0.0
S332353 173.6685 124.0104 8.622e-28 8.246e-27 6.362e-25 0.0 134.76 0.0
S332354 173.6646 124.0062 1.425e-20 2.3990000000000003e-20 5.086e-20 0.0 134.68 0.0
S332355 173.6232 124.0485 5.475e-17 1.314e-16 5.758e-16 0.0 134.05 1.0
S332356 173.6341 124.0506 7.299e-17 1.828e-16 8.459e-16 0.0 133.77 1.0
S332357 173.6621 124.0027 7.935e-18 7.746e-18 5.305e-18 0.0 134.97 0.0
S332358 173.6604 124.0142 4.487e-17 3.805e-17 1.931e-17 0.0 134.76 0.0
S332359 173.62 124.0532 1.227e-17 1.145e-17 7.04e-18 0.0 133.97 0.0
S332360 173.6321 124.0637 2.0979999999999997e-22 4.808e-22 1.9290000000000002e-21 0.0 133.51 0.0
S332361 173.6336 124.042 1.6019999999999998e-22 4.0329999999999995e-22 1.9410000000000002e-21 0.0 134.18 0.0
S332362 173.6288 124.0543 2.471e-17 2.204e-17 1.298e-17 0.0 133.78 0.0
S332363 173.6498 123.9999 1.02e-18 1.166e-18 1.129e-18 0.0 135.22 0.0
S332364 173.6664 124.0049 6.359e-17 5.248e-17 2.521e-17 0.0 134.84 0.0
S332365 173.6254 124.053 2.3310000000000002e-20 3.699e-20 6.809e-20 0.0 133.86 0.0
S332366 173.6399 124.0639 3.18e-21 2.166e-21 7.396e-22 0.0 133.36 0.0
S332367 173.6202 124.0642 4.961e-21 9.295e-21 2.508e-20 0.0 133.72 0.0
S332368 173.6625 123.9982 2.5690000000000002e-20 3.935e-20 6.914e-20 0.0 135.0 0.0
S332369 173.6707 123.9937 1.368e-18 1.52e-18 1.353e-18 0.0 134.85 0.0
S332370 173.6691 123.9932 2.852e-17 2.528e-17 1.459e-17 0.0 134.79 0.0
S332371 173.6374 124.0655 1.553e-17 1.388e-17 8.237e-18 0.0 133.4 0.0
S332372 173.6489 124.0082 9.287e-19 1.046e-18 9.902e-19 0.0 134.88 0.0
S332373 173.663 124.0011 2.68e-22 6.849999999999999e-22 3.576e-21 0.0 134.99 0.0
S332374 173.6335 124.0737 6.424999999999999e-22 1.459e-21 5.921e-21 0.0 133.37 0.0
S332375 173.6596 124.0103 2.9599999999999997e-22 6.335999999999999e-22 2.169e-21 0.0 134.93 0.0
S332376 173.6699 124.0042 2.6009999999999996e-22 6.373999999999999e-22 2.842e-21 0.0 134.76 0.0
S332377 173.6354 124.0664 3.767e-16 2.963e-16 1.335e-16 0.0 133.56 1.0
S332378 173.6697 124.001 3.15e-21 6.718e-21 2.239e-20 0.0 134.76 0.0
S332379 173.6213 124.0634 3.3359999999999997e-23 9.159e-23 5.591999999999999e-22 0.0 133.76 0.0
S332380 173.6665 124.0019 1.647e-18 1.892e-18 1.846e-18 0.0 134.83 0.0
S332381 173.6661 124.0022 4.562e-19 5.524e-19 5.848e-19 0.0 134.96 0.0
S332382 173.624 124.057 6.703e-18 6.478e-18 4.29e-18 0.0 133.75 0.0
S332383 173.6678 124.0044 1.535e-20 2.6510000000000003e-20 5.942000000000001e-20 0.0 134.74 0.0
S332384 173.6558 123.9978 3.94e-19 5.335e-19 7.158e-19 0.0 135.04 0.0
S332385 173.6216 124.0581 2.502e-20 3.9790000000000004e-20 7.396e-20 0.0 133.7 0.0
S332386 173.649 124.001 1.609e-12 1.225e-12 5.054e-13 0.0 135.18 1.0
S332387 173.6369 124.0582 8.287e-18 8.082e-18 5.498e-18 0.0 133.44 0.0
S332388 173.6787 124.0021 2.017e-19 2.709e-19 3.446e-19 0.0 134.57 0.0
S332389 173.6692 123.9823 1.013e-12 8.618e-13 4.459e-13 0.0 135.15 1.0
S332390 173.6541 123.9984 7.037e-23 1.901e-22 1.135e-21 0.0 135.03 0.0
S332391 173.6663 124.0047 7.696000000000001e-20 1.163e-19 1.951e-19 0.0 134.62 0.0
S332392 173.6592 123.9957 5.0210000000000005e-20 7.741000000000001e-20 1.329e-19 0.0 135.06 0.0
S332393 173.6581 123.9947 9.964e-18 9.621e-18 6.566e-18 0.0 135.07 0.0
S332394 173.669 124.0175 1.655e-17 3.326e-17 1.02e-16 0.0 134.35 0.0
S332395 173.6544 124.009 2.781e-17 5.54e-17 1.603e-16 0.0 134.89 0.0
S332396 173.6203 124.0693 2.2399999999999998e-23 6.971e-23 5.292999999999999e-22 0.0 133.56 0.0
S332397 173.6166 124.0602 3.2649999999999998e-22 7.816999999999999e-22 3.45e-21 0.0 133.76 0.0
S332398 173.6741 123.9888 3.592e-17 6.301e-17 1.477e-16 0.0 135.02 0.0
S332399 173.6218 124.0749 5.41e-19 6.525e-19 6.834e-19 0.0 133.44 0.0
S332400 173.6652 124.0016 7.475e-21 1.367e-20 3.485e-20 0.0 134.82 0.0
S332401 173.6726 124.0041 4.588e-21 8.282e-21 2.0400000000000003e-20 0.0 134.74 0.0
S332402 173.6617 124.0076 3.2409999999999996e-22 7.3769999999999995e-22 2.847e-21 0.0 134.87 0.0
S332403 173.6723 124.0027 3.161e-16 2.386e-16 9.791e-17 0.0 134.75 1.0
S332404 173.6167 124.0719 2.52e-18 2.596e-18 1.935e-18 0.0 133.52 0.0
S332405 173.6529 123.9993 3.439e-17 4.986e-17 7.568e-17 0.0 135.16 0.0
S332406 173.6286 124.0698 2.322e-21 1.625e-21 5.967e-22 0.0 133.49 0.0
S332407 173.6237 124.0714 1.541e-29 2.282e-28 4.643e-26 0.0 133.49 0.0
S332408 173.6355 124.0625 8.967e-17 7.607e-17 3.837e-17 0.0 133.42 0.0
S332409 173.6783 124.0114 5.269e-17 4.387e-17 2.237e-17 0.0 134.48 0.0
S332410 173.6777 124.0026 4.913e-21 8.845000000000001e-21 2.1890000000000003e-20 0.0 134.69 0.0
S332411 173.6237 124.0698 1.06e-17 9.887e-18 6.178e-18 0.0 133.62 0.0
S332412 173.6665 123.9985 6.696e-25 2.822e-24 4.118e-23 0.0 134.85 0.0
S332413 173.6212 124.0621 3.472e-17 3.167e-17 1.847e-17 0.0 133.75 0.0
S332414 173.674 123.9938 7.576e-17 1.68e-16 6.247e-16 0.0 134.75 1.0
S332415 173.6322 124.0651 2.376e-21 1.7150000000000002e-21 6.211999999999999e-22 0.0 133.61 0.0
S332416 173.6208 124.0687 4.2109999999999994e-22 9.364999999999998e-22 3.672e-21 0.0 133.67 0.0
S332417 173.6662 123.997 4.456e-16 3.378e-16 1.439e-16 0.0 134.82 1.0
S332418 173.6819 124.0008 4.502e-21 9.017e-21 2.74e-20 0.0 134.58 0.0
S332419 173.6726 124.0122 1.198e-18 1.365e-18 1.321e-18 0.0 134.43 0.0
S332420 173.6703 123.9958 1.642e-17 3.734e-17 1.489e-16 0.0 134.9 0.0
S332421 173.6317 124.073 9.315e-23 2.7569999999999996e-22 1.977e-21 0.0 133.58 0.0
S332422 173.6269 124.0741 2.4449999999999996e-22 6.520999999999999e-22 3.637e-21 0.0 133.55 0.0
S332423 173.6727 123.9917 3.439e-18 3.712e-18 3.032e-18 0.0 134.82 0.0
S332424 173.6255 124.0886 1.27e-17 1.206e-17 7.874e-18 0.0 133.28 0.0
