Name X Y BlueF GreenF RedF Size RadialVelocity
DG1092 13.9292 10.5168 2.512e-16 1.997e-16 9.766e-17 118.646 1003.37
DG1093 14.6584 10.7036 6.068e-26 1.690e-27 7.664e-33 104.4112 1006.48
DG1094 -43.2751 -44.3721 5.895e-16 4.492e-16 1.475e-16 161.8361 1433.37
DG1095 -43.6058 -44.3278 9.065e-26 2.651e-27 1.149e-32 72.4699 1435.77
DG1096 -42.8053 -44.2003 1.423e-16 1.410e-16 6.248e-17 102.2644 1438.23
DG1097 -43.6473 -44.2761 2.235e-16 1.970e-16 8.596e-17 55.0193 1433.45
DG1098 -43.2528 -43.9932 1.394e-16 1.009e-16 4.982e-17 77.9349 1435.14
DG1099 -42.8001 -44.4091 2.241e-16 1.650e-16 7.507e-17 59.9683 1433.16
DG1100 -42.8299 -44.5926 1.867e-16 1.572e-16 7.299e-17 55.2956 1437.58
DG1101 -42.5744 -44.0756 2.231e-16 1.702e-16 8.891e-17 48.0332 1435.47
