Name X Y BlueF GreenF RedF Parallax RadialVelocity Variable?
S004312 43.633 19.6722 4.402e-21 3.012e-21 1.005e-21 0.0 108.47 0.0
S004313 43.6528 19.7356 2.014e-17 3.275e-17 6.271e-17 0.0 106.73 0.0
S004314 43.615 19.6853 2.297e-24 9.748e-24 1.442e-22 0.0 104.67 0.0
S004315 43.641 19.7311 1.334e-22 3.536e-22 2.014e-21 0.0 108.41 0.0
S004316 43.6269 19.6871 3.278e-18 3.681e-18 3.453e-18 0.0 105.66 0.0
S004317 43.6271 19.7136 2.513e-17 2.213e-17 1.238e-17 0.0 104.97 0.0
S004318 43.6551 19.6682 2.143e-24 8.160e-24 9.692e-23 0.0 104.33 0.0
S004319 43.5939 19.6733 5.992e-22 1.296e-21 4.790e-21 0.0 105.02 0.0
S004320 43.6142 19.6735 9.228e-24 3.153e-23 2.880e-22 0.0 105.34 0.0
S004321 43.5997 19.6462 3.001e-17 4.961e-17 1.025e-16 0.0 108.98 0.0
S004322 43.5853 19.7062 1.575e-19 2.298e-19 3.584e-19 0.0 107.19 0.0
S004323 43.6998 19.7407 3.414e-17 3.062e-17 1.776e-17 0.0 108.59 0.0
S004324 43.5969 19.6981 1.461e-23 4.650e-23 3.724e-22 0.0 107.26 0.0
S004325 43.5748 19.6637 4.381e-21 8.853e-21 2.743e-20 0.0 105.2 0.0
S004326 43.6396 19.6771 2.860e-24 1.028e-23 1.058e-22 0.0 105.9 0.0
S004327 43.6004 19.718 1.113e-12 7.965e-13 3.011e-13 0.0 107.37 0.0
S004328 43.586 19.6591 8.175e-19 9.920e-19 1.029e-18 0.0 107.18 0.0
S004329 43.6331 19.6917 7.952e-18 7.926e-18 5.849e-18 0.0 106.3 0.0
S004330 43.6355 19.6734 1.363e-20 2.407e-20 5.668e-20 0.0 105.46 0.0
S004331 43.6161 19.6743 6.126e-16 4.759e-16 2.011e-16 0.0 106.81 1.0
S004332 43.6366 19.6888 6.164e-19 7.230e-19 7.255e-19 0.0 107.18 0.0
S004333 43.6684 19.7163 4.135e-21 8.437e-21 2.634e-20 0.0 105.27 0.0
S004334 43.5807 19.7478 4.444e-20 7.162e-20 1.428e-19 0.0 104.76 0.0
S004335 43.6188 19.7229 7.090e-21 1.203e-20 2.622e-20 0.0 108.43 0.0
S004336 43.6067 19.7194 3.258e-26 2.072e-25 7.187e-24 0.0 106.27 0.0
S004337 43.6558 19.7173 1.990e-17 3.983e-17 1.228e-16 0.0 104.47 0.0
S004338 43.584 19.6864 7.982e-17 6.750e-17 3.500e-17 0.0 107.76 0.0
S004339 43.6454 19.6519 1.409e-17 2.496e-17 5.714e-17 0.0 105.4 0.0
S004340 43.6197 19.7221 1.170e-12 9.017e-13 3.846e-13 0.0 104.69 1.0
S004341 43.6217 19.6882 3.758e-19 4.926e-19 6.320e-19 0.0 108.91 0.0
S004342 43.644 19.6953 4.572e-18 4.591e-18 3.332e-18 0.0 106.21 0.0
S004343 43.6616 19.6955 7.844e-22 1.709e-21 6.294e-21 0.0 106.02 0.0
S004344 43.5958 19.6968 8.168e-21 1.436e-20 3.251e-20 0.0 104.94 0.0
S004345 43.622 19.7141 1.551e-19 2.125e-19 2.970e-19 0.0 105.16 0.0
S004346 43.6064 19.6547 7.294e-20 1.054e-19 1.630e-19 0.0 107.48 0.0
S004347 43.6615 19.6859 1.627e-16 1.345e-16 6.548e-17 0.0 106.97 0.0
S004348 43.6085 19.6788 8.033e-17 6.499e-17 3.093e-17 0.0 107.08 0.0
S004349 43.6591 19.6865 1.602e-22 3.924e-22 1.796e-21 0.0 108.6 0.0
S004350 43.6475 19.6629 1.689e-16 1.378e-16 6.683e-17 0.0 106.12 0.0
S004351 43.6195 19.7275 1.163e-13 7.710e-14 2.473e-14 0.0 104.2 0.0
S004352 43.6085 19.6801 1.430e-13 2.062e-13 3.179e-13 0.0 105.13 0.0
S004353 43.614 19.7025 2.779e-19 3.592e-19 4.345e-19 0.0 107.92 0.0
S004354 43.6778 19.6888 2.886e-21 2.045e-21 7.543e-22 0.0 108.54 0.0
S004355 43.6162 19.7416 2.799e-25 1.469e-24 3.359e-23 0.0 106.58 0.0
S004356 43.6354 19.7043 1.232e-17 1.197e-17 8.154e-18 0.0 106.73 0.0
S004357 43.6492 19.7164 2.715e-21 5.626e-21 1.898e-20 0.0 107.69 0.0
S004358 43.653 19.6749 3.336e-18 3.542e-18 2.904e-18 0.0 105.46 0.0
S004359 43.6252 19.6908 3.623e-16 2.640e-16 1.044e-16 0.0 97.56 0.0
S004360 43.625 19.6907 2.037e-16 1.579e-16 7.041e-17 0.0 100.04 0.0
S004361 43.6252 19.6913 2.781e-21 5.781e-21 1.849e-20 0.0 102.32 0.0
S004362 43.6254 19.6908 2.313e-16 1.884e-16 8.871e-17 0.0 106.53 0.0
S004363 43.6253 19.6911 9.099e-18 8.677e-18 5.647e-18 0.0 113.09 0.0
S004364 43.6253 19.6908 5.167e-15 3.559e-15 1.203e-15 0.0 99.66 0.0
S004365 43.6252 19.6909 1.177e-12 8.498e-13 3.166e-13 0.0 109.27 0.0
S004366 43.6254 19.691 4.380e-17 3.838e-17 2.132e-17 0.0 115.8 0.0
S004367 43.6256 19.6909 1.993e-17 1.930e-17 1.312e-17 0.0 99.76 0.0
S004368 43.6252 19.6911 3.508e-21 2.451e-21 8.552e-22 0.0 114.67 0.0
S004369 43.6255 19.6912 3.604e-15 2.525e-15 9.135e-16 0.0 104.49 0.0
S004370 43.6253 19.691 4.066e-18 4.132e-18 3.249e-18 0.0 109.65 0.0
S004371 43.6257 19.6911 2.834e-15 2.020e-15 7.348e-16 0.0 108.36 0.0
S004372 43.6253 19.6909 1.148e-15 8.412e-16 3.193e-16 0.0 115.33 0.0
S004373 43.6255 19.6911 4.701e-15 1.559e-14 1.433e-13 0.0 101.59 0.0
S004374 43.6254 19.6909 1.280e-17 1.257e-17 8.680e-18 0.0 115.4 0.0
S004375 43.6256 19.6911 1.553e-17 3.212e-17 1.033e-16 0.0 105.46 0.0
S004376 43.6254 19.6909 5.636e-15 3.810e-15 1.267e-15 0.0 100.37 0.0
S004377 43.6254 19.6909 2.939e-21 2.090e-21 7.422e-22 0.0 97.99 0.0
S004378 43.8647 19.7435 8.115e-26 4.718e-25 1.301e-23 0.0 108.86 0.0
S004379 43.5505 19.7497 1.641e-17 3.209e-17 9.251e-17 0.0 106.42 0.0
S004380 43.5482 19.7523 3.578e-21 2.509e-21 8.739e-22 0.0 103.12 0.0
S004381 43.7535 19.4911 2.076e-21 4.319e-21 1.380e-20 0.0 106.9 0.0
S004382 43.6636 19.7128 6.502e-18 6.592e-18 4.865e-18 0.0 104.87 0.0
S004383 43.4725 19.706 1.822e-23 5.497e-23 3.991e-22 0.0 108.02 0.0
S004384 43.7708 19.7504 9.742e-22 2.035e-21 6.798e-21 0.0 104.97 0.0
S004385 43.2593 19.3668 5.967e-23 1.679e-22 9.989e-22 0.0 108.63 0.0
S004386 43.4024 19.6393 5.336e-21 1.015e-20 2.691e-20 0.0 105.49 0.0
S004387 43.4984 19.5244 1.002e-19 1.408e-19 2.103e-19 0.0 105.5 0.0
S004388 43.6784 19.4233 6.875e-23 1.713e-22 8.237e-22 0.0 102.98 0.0
S004389 43.6282 20.071 2.894e-20 4.550e-20 8.285e-20 0.0 106.82 0.0
S004390 44.1625 20.2648 2.601e-24 9.653e-24 1.079e-22 0.0 103.76 0.0
S004391 43.5428 19.4079 4.340e-19 5.438e-19 6.246e-19 0.0 109.64 0.0
S004392 43.7572 19.8095 3.390e-21 2.372e-21 8.396e-22 0.0 104.25 0.0
S004393 43.2792 19.8509 7.838e-18 7.590e-18 5.046e-18 0.0 110.3 0.0
S004394 43.5765 19.6344 2.671e-22 6.232e-22 2.609e-21 0.0 105.19 0.0
S004395 43.7595 19.6902 8.262e-20 1.297e-19 2.409e-19 0.0 103.24 0.0
S004396 43.8199 19.711 3.982e-21 2.752e-21 9.596e-22 0.0 106.4 0.0
S004397 43.7031 19.6203 2.666e-18 2.821e-18 2.314e-18 0.0 104.83 0.0
S004398 43.3542 19.8291 2.274e-18 2.492e-18 2.230e-18 0.0 107.79 0.0
S004399 43.5647 19.7144 4.515e-18 4.548e-18 3.406e-18 0.0 106.15 0.0
S004400 43.5634 19.6229 1.767e-18 1.980e-18 1.786e-18 0.0 110.11 0.0
S004401 43.1148 19.4031 4.603e-20 7.382e-20 1.406e-19 0.0 108.3 0.0
S004402 43.3734 19.5854 1.138e-20 1.963e-20 4.404e-20 0.0 108.86 0.0
S004403 43.5102 19.4677 6.187e-23 1.644e-22 9.329e-22 0.0 108.17 0.0
S004404 43.1133 19.5889 1.952e-22 4.937e-22 2.567e-21 0.0 106.35 0.0
S004405 43.9597 19.5728 5.803e-21 1.085e-20 2.862e-20 0.0 109.79 0.0
S004406 43.5183 19.5387 4.557e-19 5.619e-19 6.242e-19 0.0 105.29 0.0
S004407 43.5617 19.4374 1.446e-21 3.150e-21 1.092e-20 0.0 104.39 0.0
S004408 44.0551 19.9531 1.454e-24 5.545e-24 6.362e-23 0.0 109.4 0.0
S004409 44.036 19.6961 8.423e-23 2.254e-22 1.223e-21 0.001 109.72 0.0
S004410 43.7174 19.6392 3.528e-22 9.186e-22 4.881e-21 0.0 103.38 0.0
S004411 43.8856 20.1152 1.268e-12 8.980e-13 3.184e-13 0.0 108.49 0.0
S004412 43.4399 19.4925 1.727e-25 8.281e-25 1.526e-23 0.0 103.14 0.0
S004413 43.7056 19.5501 6.198e-21 1.173e-20 3.192e-20 0.0 109.84 0.0
S004414 43.363 19.5099 7.204e-22 1.567e-21 5.719e-21 0.0 108.84 0.0
S004415 43.5799 19.6468 3.674e-18 3.858e-18 3.060e-18 0.0 103.49 0.0
S004416 43.7996 19.6223 8.360e-22 1.994e-21 8.841e-21 0.0 105.91 0.0
S004417 43.8217 19.7083 3.027e-19 3.836e-19 4.616e-19 0.0 108.1 0.0
S004418 43.5035 19.7033 4.073e-21 8.192e-21 2.531e-20 0.0 105.91 0.0
S004419 43.1446 19.2528 8.923e-23 2.453e-22 1.387e-21 0.0 107.81 0.0
S004420 43.6318 19.6502 4.546e-20 6.957e-20 1.203e-19 0.0 108.51 0.0
S004421 43.9343 19.9049 9.185e-17 7.480e-17 3.580e-17 0.0 106.11 0.0
S004422 43.7489 19.7066 5.228e-19 6.488e-19 7.132e-19 0.0 109.23 0.0
S004423 43.7944 19.7202 3.346e-22 7.616e-22 2.996e-21 0.0 107.48 0.0
S004424 43.3786 19.69 1.342e-18 1.542e-18 1.558e-18 0.0 106.05 0.0
S004425 43.2488 19.4752 1.183e-19 1.810e-19 3.059e-19 0.0 103.32 0.0
S004426 43.5792 19.7462 2.005e-18 2.264e-18 2.124e-18 0.0 108.28 0.0
S004427 43.2977 19.7151 1.066e-13 7.115e-14 2.247e-14 0.0 106.71 0.0
S004428 43.694 19.9186 2.110e-23 7.071e-23 6.107e-22 0.0 109.57 0.0
S004429 43.4489 19.6849 3.024e-21 2.134e-21 7.767e-22 0.0 104.21 0.0
S004430 43.6693 19.8931 9.593e-20 1.401e-19 2.178e-19 0.0 108.46 0.0
S004431 43.7448 19.8417 5.292e-24 1.829e-23 1.675e-22 0.0 105.4 0.0
S004432 43.2865 19.3482 4.645e-19 5.853e-19 6.717e-19 0.0 107.14 0.0
S004433 43.8403 19.8701 1.245e-22 3.270e-22 1.698e-21 0.0 107.69 0.0
S004434 43.8713 19.67 8.375e-19 1.072e-18 1.286e-18 0.0 108.21 0.0
S004435 44.0107 19.697 1.339e-22 3.425e-22 1.730e-21 0.0 106.59 0.0
S004436 43.306 19.7422 7.106e-18 7.069e-18 4.910e-18 0.0 107.15 0.0
