Name Equatorial Polar BlueF GreenF RedF Size RadialVelocity
DG1099 313.9430 126.1149 2.241e-16 1.650e-16 7.507e-17 59.9683 1433.16
DG1100 313.8449 126.0474 1.867e-16 1.572e-16 7.299e-17 55.2956 1437.58
DG1101 314.0075 126.2911 2.231e-16 1.702e-16 8.891e-17 48.0332 1435.47
DG1102 314.0871 125.8507 2.647e-16 2.335e-16 9.268e-17 58.0301 1434.38
DG1103 314.4282 126.1713 1.607e-16 1.251e-16 5.259e-17 107.7511 1436.18
DG1104 314.2730 125.9955 1.365e-16 1.070e-16 5.246e-17 190.0177 1435.6
DG1105 314.7061 125.6712 9.872e-26 2.708e-27 1.165e-32 63.6766 1440.21
DG1106 314.4569 126.3358 2.281e-16 1.995e-16 8.013e-17 58.9042 1434.57
DG1107 314.1993 125.9821 1.266e-16 1.068e-16 5.267e-17 115.9018 1433.91
DG1108 314.4290 125.8959 1.864e-16 1.615e-16 7.436e-17 51.6648 1433.36
DG1109 314.5930 125.5665 8.965e-26 2.432e-27 1.194e-32 68.8952 1436.42
DG1110 314.1777 125.6551 2.290e-16 1.485e-16 8.643e-17 72.0548 1435.65
DG1111 313.8218 125.9366 2.098e-16 1.611e-16 6.648e-17 58.3927 1435.37
DG1112 314.3212 125.7622 1.880e-16 1.495e-16 6.664e-17 48.2698 1436.97
DG1113 313.8500 125.8532 1.413e-16 1.056e-16 4.798e-17 70.6138 1438.97
DG1114 128.8128 54.1342 3.397e-15 2.683e-15 1.258e-15 343.9467 234.07
DG1115 199.6747 147.0988 6.022e-16 5.117e-16 2.294e-16 138.7545 629.43
DG1116 261.9818 78.9690 4.176e-16 3.211e-16 1.379e-16 320.4615 765.71
DG1117 261.8391 79.2231 5.853e-26 1.211e-27 7.025e-33 119.0106 764.23
DG1118 262.0098 78.8827 4.486e-16 3.546e-16 1.466e-16 130.0152 766.89
DG1119 262.0798 79.3129 5.543e-26 1.510e-27 6.952e-33 112.5237 764.91
DG1120 262.1307 78.8174 7.471e-16 6.312e-16 2.478e-16 124.071 765.08
DG1121 262.0203 78.9550 5.936e-16 4.477e-16 2.210e-16 96.6391 765.92
DG1122 262.1478 78.9232 7.045e-16 5.365e-16 2.610e-16 117.5787 764.4
DG1123 261.7115 78.6844 6.724e-16 4.281e-16 2.140e-16 92.5479 766.57
DG1124 261.6918 78.8723 6.363e-16 4.812e-16 2.104e-16 92.6822 766.17
DG1125 9.5827 53.9935 7.758e-15 5.852e-15 2.559e-15 430.4264 159.01
DG1126 102.1666 154.5510 1.078e-16 8.927e-17 3.813e-17 73.2847 1579.96
DG1127 102.2704 154.4622 1.182e-25 3.047e-27 1.752e-32 64.5328 1579.03
DG1128 102.1313 154.5040 1.536e-16 1.123e-16 5.811e-17 49.3238 1579.15
DG1129 102.1444 154.4645 1.761e-16 1.441e-16 7.028e-17 56.1559 1579.85
DG1130 102.1380 154.5650 1.514e-16 1.156e-16 5.730e-17 45.8968 1579.18
DG1131 268.5453 71.1603 1.285e-16 1.127e-16 5.050e-17 68.5299 1423.81
DG1132 177.0306 105.3559 2.786e-15 1.995e-15 8.423e-16 559.5541 299.96
DG1133 177.6183 105.2622 3.718e-15 3.246e-15 1.377e-15 270.3845 296.29
DG1134 177.1560 104.7929 3.531e-15 3.386e-15 1.448e-15 248.7582 298.41
DG1135 178.0020 105.3601 4.235e-15 3.263e-15 1.535e-15 316.8349 300.43
DG1136 176.0728 105.6639 3.672e-15 3.143e-15 1.152e-15 266.7009 299.69
DG1137 176.2866 104.8049 4.439e-15 3.070e-15 1.519e-15 294.8399 297.5
DG1138 176.7965 105.5232 4.796e-15 4.554e-15 1.508e-15 253.8023 295.97
DG1139 175.9979 105.0488 4.310e-15 3.082e-15 1.324e-15 236.7654 298.54
DG1140 176.2312 105.2782 3.980e-15 3.474e-15 1.481e-15 327.685 297.06
DG1141 162.8131 163.9060 1.390e-15 1.168e-15 4.927e-16 612.5204 374.56
DG1142 161.8936 164.2642 2.346e-15 1.728e-15 7.341e-16 203.4142 375.52
DG1143 162.0351 163.6998 6.435e-26 1.869e-27 8.947e-33 194.1115 376.32
DG1144 160.2580 164.5773 2.042e-15 1.630e-15 7.279e-16 188.4765 375.08
DG1145 162.3405 163.9814 7.422e-26 1.829e-27 9.050e-33 202.7342 374.42
DG1146 161.9814 163.2114 7.257e-26 1.818e-27 8.942e-33 222.4398 376.64
DG1147 162.4478 164.0534 1.855e-15 1.632e-15 6.976e-16 186.1543 374.66
DG1148 163.5830 164.0656 2.204e-15 1.869e-15 9.199e-16 219.6487 374.46
DG1149 162.0061 164.4823 3.119e-15 2.565e-15 9.122e-16 224.2194 376.19
DG1150 120.6121 57.0483 7.991e-15 6.821e-15 2.979e-15 359.4632 176.1
DG1151 120.0373 56.6260 5.796e-15 5.215e-15 1.914e-15 372.2522 175.69
DG1152 120.6023 56.8938 8.687e-15 7.462e-15 2.936e-15 408.8038 176.0
DG1153 317.3365 112.1728 6.781e-16 5.829e-16 2.321e-16 361.3335 589.64
DG1154 316.9055 112.4608 1.585e-15 1.013e-15 3.775e-16 127.5457 588.18
DG1155 317.7452 111.8682 5.185e-26 1.453e-27 7.204e-33 142.8766 588.15
DG1156 317.3175 111.8000 5.226e-26 1.405e-27 6.876e-33 137.4273 589.94
DG1157 317.4653 112.7009 9.943e-16 7.923e-16 3.435e-16 129.9988 588.67
DG1158 317.3962 111.7526 1.060e-15 7.625e-16 3.427e-16 128.0035 588.37
DG1159 317.2135 111.9763 9.148e-16 7.638e-16 3.337e-16 119.3392 591.54
DG1160 317.9064 112.2047 5.596e-26 1.470e-27 6.630e-33 171.9336 591.36
DG1161 317.4012 111.9702 8.633e-16 7.933e-16 3.695e-16 121.1115 589.39
DG1162 275.5313 126.6100 2.130e-16 1.658e-16 7.842e-17 124.5474 1205.41
DG1163 275.4574 126.6102 2.380e-16 2.156e-16 9.509e-17 65.3312 1204.55
DG1164 275.5166 126.5167 6.718e-26 1.751e-27 8.853e-33 79.0933 1204.48
DG1165 275.3414 126.5898 2.797e-16 2.396e-16 1.086e-16 84.6764 1206.2
DG1166 275.4840 126.6479 2.980e-16 2.117e-16 9.499e-17 64.6449 1205.61
DG1167 275.5530 126.5185 7.470e-26 1.978e-27 8.559e-33 83.595 1205.26
DG1168 268.4254 56.1983 2.461e-16 1.618e-16 7.928e-17 104.9382 1086.24
DG1169 42.7585 70.0285 1.344e-16 9.979e-17 4.726e-17 110.1806 1498.03
DG1170 42.7510 69.9852 1.719e-16 1.488e-16 6.916e-17 49.1072 1500.21
DG1171 42.8585 69.8622 2.666e-16 1.906e-16 7.594e-17 49.3232 1497.13
DG1172 42.8266 69.9106 1.633e-16 1.360e-16 6.246e-17 50.4575 1497.58
DG1173 42.8714 69.9668 1.695e-16 1.480e-16 6.650e-17 49.9713 1497.29
DG1174 42.7772 69.8578 9.909e-26 2.663e-27 1.497e-32 58.2407 1497.03
DG1175 42.7753 70.0237 1.087e-25 2.648e-27 1.333e-32 53.4099 1499.48
DG1176 42.9036 69.9634 1.901e-16 1.479e-16 6.474e-17 51.847 1499.82
DG1177 319.1661 115.2033 1.827e-15 1.617e-15 6.909e-16 589.8029 384.22
DG1178 318.9812 115.3092 2.177e-15 1.674e-15 7.847e-16 548.6392 386.16
DG1179 318.7269 114.5612 2.167e-15 1.637e-15 7.764e-16 265.7691 383.92
DG1180 319.7398 115.1461 8.196e-26 2.262e-27 9.487e-33 288.301 384.8
DG1181 320.0427 115.1475 4.185e-15 3.684e-15 1.292e-15 236.1013 384.64
DG1182 318.7719 114.6632 2.904e-15 2.400e-15 1.001e-15 203.2258 385.15
DG1183 318.1528 115.5026 3.381e-15 2.611e-15 1.257e-15 262.5509 384.33
DG1184 319.2574 114.8416 8.476e-26 2.439e-27 9.820e-33 240.6363 383.63
DG1185 319.0477 115.5669 2.846e-15 2.450e-15 1.127e-15 205.7725 387.0
DG1186 40.3066 60.2263 1.778e-15 1.543e-15 6.602e-16 435.6932 397.48
DG1187 41.5437 60.3103 2.839e-15 2.188e-15 9.735e-16 229.9307 397.01
DG1188 40.7411 60.0329 8.195e-26 2.205e-27 9.908e-33 315.8127 398.41
DG1189 40.1758 59.5271 8.785e-26 2.024e-27 1.062e-32 246.6876 399.06
DG1190 39.3665 59.6947 2.751e-15 2.317e-15 9.478e-16 206.9674 396.53
DG1191 39.5586 60.7335 3.145e-15 2.508e-15 1.154e-15 248.451 399.78
DG1192 40.9576 60.4012 8.985e-26 2.117e-27 1.022e-32 284.8522 399.61
DG1193 39.7879 60.2897 2.117e-15 1.632e-15 6.791e-16 256.1179 399.62
DG1194 40.2585 59.9542 2.715e-15 2.120e-15 9.662e-16 231.2189 396.64
DG1195 221.9432 23.9685 9.468e-17 8.673e-17 3.494e-17 83.0264 1683.2
DG1196 221.8149 23.9978 1.603e-16 1.221e-16 5.987e-17 53.6896 1682.12
DG1197 221.7044 24.0509 1.669e-16 1.395e-16 6.031e-17 56.6237 1682.94
DG1198 221.6839 24.0110 1.659e-16 1.421e-16 6.251e-17 53.5774 1682.8
DG1199 222.0222 24.0530 1.710e-16 1.375e-16 5.839e-17 52.3839 1683.2
DG1200 222.0568 24.0165 1.276e-25 3.513e-27 1.778e-32 56.287 1682.1
DG1201 221.8798 23.8239 1.325e-25 3.523e-27 1.669e-32 68.898 1682.13
DG1202 40.7881 59.5537 5.378e-16 4.142e-16 1.501e-16 107.7473 1409.04
DG1203 40.8816 59.2893 2.180e-16 1.997e-16 8.920e-17 64.1518 1408.02
DG1204 40.6534 59.6364 8.868e-26 2.377e-27 1.004e-32 69.9037 1410.85
DG1205 40.8529 59.5686 2.102e-16 1.637e-16 7.954e-17 52.3795 1409.6
DG1206 40.6548 59.4370 2.011e-16 1.677e-16 8.559e-17 57.7619 1410.39
DG1207 40.9952 59.7755 3.213e-16 2.310e-16 9.723e-17 67.5262 1409.17
DG1208 40.8256 59.6851 1.473e-16 1.239e-16 5.721e-17 70.515 1410.97
DG1209 40.5999 59.6341 2.196e-16 1.790e-16 8.739e-17 70.331 1407.02
DG1210 40.8013 59.5300 2.082e-16 1.897e-16 9.637e-17 68.0424 1408.44
DG1211 40.6384 59.6502 1.779e-16 1.789e-16 7.914e-17 58.0867 1410.48
DG1212 40.9766 59.5596 1.457e-16 1.263e-16 5.505e-17 61.2832 1408.63
DG1213 217.7443 45.8331 4.449e-16 3.633e-16 1.383e-16 122.332 1630.6
DG1214 217.8256 45.6331 1.492e-16 1.273e-16 5.165e-17 44.8828 1628.99
DG1215 217.9219 45.8196 1.583e-16 1.204e-16 5.476e-17 47.3819 1632.64
DG1216 217.4497 45.6473 1.169e-16 9.083e-17 4.297e-17 57.5122 1629.05
DG1217 217.7240 45.6786 1.201e-25 3.387e-27 1.698e-32 59.5367 1632.21
DG1218 217.8994 45.9288 1.635e-16 1.208e-16 5.913e-17 50.0171 1630.93
DG1219 217.8606 45.6074 1.687e-16 1.456e-16 6.379e-17 49.5123 1632.09
DG1220 217.4528 45.7968 1.184e-25 3.033e-27 1.574e-32 50.922 1628.7
DG1221 218.0521 45.8844 1.892e-16 1.482e-16 6.397e-17 56.259 1630.49
DG1222 217.7830 45.7702 1.037e-16 8.794e-17 4.206e-17 96.8112 1632.49
DG1223 218.0556 45.9244 1.754e-16 1.479e-16 6.152e-17 57.786 1628.88
DG1224 217.7692 45.6045 1.625e-16 1.197e-16 5.729e-17 40.131 1630.41
DG1225 217.9246 45.9108 1.695e-16 1.312e-16 5.976e-17 45.6602 1631.19
DG1226 287.6592 113.5081 2.885e-15 2.611e-15 1.119e-15 218.9504 284.78
DG1227 287.5757 113.8563 4.381e-15 3.254e-15 1.174e-15 222.348 285.06
DG1228 270.9623 24.8080 5.252e-26 1.457e-27 6.501e-33 126.0945 691.52
DG1229 271.0597 25.0280 9.076e-16 7.341e-16 3.229e-16 94.3556 691.43
DG1230 125.3469 14.9226 4.489e-16 3.510e-16 1.542e-16 133.352 771.13
DG1231 338.1109 42.5141 3.846e-15 2.813e-15 1.372e-15 992.7148 265.52
DG1232 336.8636 41.9449 5.590e-15 4.267e-15 2.021e-15 359.5619 266.37
DG1233 336.6210 43.2690 6.143e-15 5.070e-15 2.205e-15 381.3941 264.51
DG1234 339.8764 43.1301 5.719e-15 4.716e-15 1.824e-15 325.717 264.66
DG1235 338.0417 42.3939 6.798e-15 5.431e-15 2.266e-15 390.2137 265.38
DG1236 337.5419 43.0721 5.928e-15 4.758e-15 2.002e-15 417.4659 264.21
DG1237 337.9638 41.6664 7.209e-15 6.246e-15 2.322e-15 310.3578 264.5
DG1238 339.8679 42.8470 6.529e-15 4.906e-15 2.544e-15 351.3929 263.7
DG1239 336.7140 41.8139 6.244e-15 5.075e-15 2.077e-15 396.2071 266.33
DG1240 329.4659 77.4635 1.571e-15 1.221e-15 3.959e-16 253.1956 794.39
DG1241 329.2738 77.4804 6.897e-16 5.219e-16 2.371e-16 110.3847 797.88
DG1242 329.3866 77.3759 4.992e-16 4.114e-16 1.880e-16 88.5106 797.37
DG1243 329.6812 77.5624 5.944e-26 1.435e-27 6.582e-33 119.7832 794.19
DG1244 329.2326 77.6841 5.802e-16 4.330e-16 1.904e-16 92.4436 798.0
DG1245 329.6761 77.0505 5.628e-16 4.476e-16 2.004e-16 87.918 794.33
DG1246 329.5500 77.4306 5.946e-16 4.560e-16 1.949e-16 93.7449 796.59
DG1247 329.4463 77.0731 5.797e-16 5.034e-16 2.056e-16 104.586 796.98
DG1248 329.6342 77.4691 4.270e-16 2.975e-16 1.518e-16 121.7762 793.48
DG1249 329.5350 77.0683 6.307e-16 4.978e-16 2.400e-16 104.921 794.68
DG1250 247.0079 112.6194 1.144e-14 9.254e-15 3.087e-15 885.9879 270.58
DG1251 246.5877 112.9602 1.153e-25 2.933e-27 1.409e-32 310.0533 271.33
DG1252 246.0232 113.3838 1.177e-25 2.857e-27 1.339e-32 302.234 270.46
DG1253 246.5782 111.4072 4.758e-15 4.031e-15 1.902e-15 334.0846 271.69
DG1254 245.8778 112.4325 6.057e-15 4.858e-15 1.918e-15 237.1917 274.72
DG1255 248.4281 112.2704 4.264e-15 3.291e-15 1.329e-15 227.0546 271.87
DG1256 248.3786 112.5963 4.477e-15 3.946e-15 1.793e-15 335.6084 273.64
DG1257 246.6979 113.5290 2.990e-15 2.444e-15 1.028e-15 298.0211 272.57
DG1258 247.3177 113.7216 9.985e-26 2.690e-27 1.387e-32 308.5697 273.94
DG1259 246.1925 112.0334 4.827e-15 3.661e-15 1.677e-15 310.9028 274.63
DG1260 247.7719 111.3306 1.063e-25 2.763e-27 1.317e-32 351.6988 271.14
DG1261 246.7735 113.3468 2.811e-15 2.164e-15 1.092e-15 338.3001 275.47
DG1262 94.9751 137.8652 8.026e-16 5.373e-16 2.060e-16 229.2209 1156.88
DG1263 95.2135 137.9776 2.997e-16 2.434e-16 1.092e-16 71.0495 1159.26
DG1264 94.8760 137.9362 3.148e-16 2.496e-16 1.182e-16 75.9284 1156.71
DG1265 95.1247 137.6469 2.815e-16 2.164e-16 1.030e-16 69.5963 1157.17
DG1266 95.2594 137.5823 3.123e-16 2.392e-16 1.224e-16 74.1183 1159.96
DG1267 95.0106 138.0444 3.010e-16 2.490e-16 1.038e-16 71.2705 1158.63
DG1268 94.5449 137.7289 7.025e-26 1.785e-27 8.301e-33 78.5918 1158.95
DG1269 94.5906 137.6844 7.299e-26 1.782e-27 9.224e-33 73.8307 1159.1
DG1270 94.9133 137.5819 2.666e-16 2.111e-16 9.570e-17 64.2683 1157.69
DG1271 95.2456 138.1665 3.899e-16 3.238e-16 1.249e-16 59.5076 1161.11
DG1272 94.8374 137.7030 2.127e-16 1.784e-16 8.409e-17 128.0153 1157.89
DG1273 95.2121 137.9037 3.082e-16 2.561e-16 1.187e-16 65.6227 1157.83
DG1274 263.9490 102.2378 1.352e-16 1.165e-16 4.706e-17 149.3305 1497.57
DG1275 263.9008 102.3079 1.032e-25 2.939e-27 1.339e-32 64.8444 1497.59
DG1276 263.9197 102.1843 1.784e-16 1.470e-16 6.459e-17 50.5742 1498.2
DG1277 263.7940 102.0952 2.167e-16 1.685e-16 7.772e-17 67.2106 1495.93
DG1278 264.0113 102.1532 1.776e-16 1.407e-16 6.493e-17 54.8921 1496.07
DG1279 264.0824 102.1185 1.068e-25 2.783e-27 1.318e-32 63.0734 1496.72
DG1280 264.0984 102.3757 2.542e-16 2.279e-16 8.478e-17 53.9082 1496.79
DG1281 263.7050 102.2597 1.844e-16 1.468e-16 6.638e-17 44.173 1497.52
DG1282 309.2354 27.0785 8.612e-15 6.573e-15 2.950e-15 534.4033 193.79
DG1283 308.7146 27.9293 2.236e-25 5.565e-27 2.518e-32 493.9617 193.78
DG1284 308.5979 27.0314 1.295e-14 9.950e-15 4.358e-15 535.57 194.0
DG1285 309.1015 27.3942 1.461e-14 1.121e-14 4.665e-15 468.1091 193.67
DG1286 354.7427 51.8409 3.556e-15 2.667e-15 1.220e-15 294.3557 225.71
DG1287 320.7872 56.5983 7.616e-16 5.914e-16 2.776e-16 117.8093 678.19
DG1288 320.6980 56.5140 5.345e-26 1.336e-27 6.691e-33 118.926 677.37
DG1289 320.7437 56.6944 4.900e-16 3.722e-16 1.865e-16 87.4754 678.77
DG1290 320.4803 56.5411 6.728e-16 5.675e-16 2.477e-16 107.5914 677.55
DG1291 113.5404 62.5740 1.836e-16 1.647e-16 6.318e-17 122.4447 1246.21
DG1292 113.5597 62.7325 2.610e-16 2.246e-16 1.014e-16 67.9458 1246.64
DG1293 113.5474 62.5673 2.653e-16 2.137e-16 9.837e-17 65.1022 1245.81
DG1294 113.5627 62.5699 2.526e-16 2.086e-16 1.083e-16 81.4734 1246.6
DG1295 113.4850 62.6395 2.213e-16 1.918e-16 8.806e-17 57.2529 1247.05
DG1296 113.4681 62.4791 3.489e-16 2.850e-16 1.199e-16 64.75 1246.41
DG1297 200.9866 136.5125 4.990e-16 4.696e-16 1.920e-16 111.3503 631.65
DG1298 200.8419 136.5168 7.503e-16 6.095e-16 2.724e-16 112.6292 631.44
DG1299 3.0820 117.3706 3.929e-16 2.939e-16 1.022e-16 85.4937 1815.22
DG1300 3.0849 117.5015 1.550e-16 1.248e-16 6.319e-17 49.9127 1814.11
DG1301 2.9601 117.4409 1.393e-16 1.137e-16 4.645e-17 45.4272 1813.55
DG1302 2.9847 117.2955 1.560e-16 1.117e-16 6.016e-17 50.1828 1816.11
DG1303 2.8964 117.2968 1.652e-25 4.163e-27 1.835e-32 50.3327 1814.78
DG1304 3.0869 117.4911 1.827e-16 1.611e-16 6.054e-17 37.5728 1816.13
DG1305 3.2042 117.2782 9.761e-17 8.355e-17 3.797e-17 48.4827 1813.59
DG1306 2.9614 117.3336 1.325e-16 1.038e-16 4.914e-17 43.2782 1817.51
DG1307 3.1105 117.4830 1.981e-16 1.572e-16 7.199e-17 39.3204 1814.73
DG1308 2.9947 117.3193 2.077e-16 1.558e-16 7.254e-17 44.1227 1813.59
DG1309 149.8999 128.0826 1.517e-15 1.257e-15 5.862e-16 168.8293 506.68
DG1310 149.8334 127.9723 9.586e-16 8.391e-16 3.417e-16 195.3413 505.51
DG1311 149.9728 128.2317 9.607e-16 7.520e-16 3.666e-16 167.0291 505.89
DG1312 150.0408 128.1920 1.314e-15 1.114e-15 4.275e-16 133.2844 505.72
DG1313 25.9979 74.6305 1.869e-16 1.568e-16 7.188e-17 44.9085 1342.64
DG1314 26.0046 74.6534 2.230e-16 1.742e-16 7.267e-17 51.7005 1343.2
DG1315 52.3671 131.7555 1.165e-15 8.569e-16 4.133e-16 379.3163 441.75
DG1316 52.2471 131.2561 2.014e-15 1.496e-15 7.039e-16 183.9116 441.78
DG1317 53.0424 131.8896 6.972e-26 1.642e-27 8.365e-33 209.4221 443.64
DG1318 52.0191 131.7410 1.566e-15 1.280e-15 6.319e-16 189.0636 441.8
DG1319 51.7417 131.5229 1.692e-15 1.424e-15 5.896e-16 185.0988 444.06
DG1320 52.6846 131.1499 6.592e-26 1.754e-27 7.911e-33 168.4369 442.15
DG1321 52.5308 131.4751 1.772e-15 1.627e-15 7.131e-16 184.278 442.22
DG1322 63.2558 75.0697 5.997e-15 4.707e-15 2.150e-15 891.9687 203.42
DG1323 62.5400 74.4676 1.300e-14 9.659e-15 3.640e-15 435.3564 201.51
DG1324 62.9022 73.8334 7.868e-15 6.209e-15 2.871e-15 390.9156 203.26
DG1325 62.5762 74.8777 1.333e-14 9.499e-15 3.784e-15 429.3968 201.71
DG1326 62.1552 74.9913 8.498e-15 6.750e-15 2.851e-15 375.5931 201.96
DG1327 63.8810 73.9569 9.503e-15 8.364e-15 3.490e-15 445.4411 201.96
DG1328 63.3151 75.5765 1.825e-25 4.507e-27 2.181e-32 393.961 203.1
DG1329 63.1676 74.5603 1.841e-25 4.471e-27 2.151e-32 464.0257 202.09
DG1330 315.8281 63.0451 5.548e-26 1.389e-27 6.531e-33 129.3659 641.87
DG1331 315.9634 63.2294 8.318e-16 6.381e-16 2.834e-16 102.4227 642.74
DG1332 315.7919 63.1033 7.513e-16 6.534e-16 2.717e-16 118.2321 642.28
DG1333 315.9413 63.2197 8.874e-16 7.013e-16 3.509e-16 121.623 642.17
DG1334 50.4452 98.9936 3.299e-16 2.680e-16 1.190e-16 135.2167 894.87
DG1335 140.0028 162.2567 7.855e-16 6.098e-16 2.741e-16 229.964 574.57
DG1336 139.9445 162.0634 5.919e-26 1.447e-27 6.816e-33 139.8788 575.61
DG1337 140.2886 162.2014 6.174e-26 1.501e-27 7.012e-33 155.9929 575.29
DG1338 140.3916 162.0763 1.078e-15 9.117e-16 3.612e-16 138.6608 574.66
DG1339 140.9809 162.3055 1.090e-15 9.798e-16 4.144e-16 134.1609 575.37
DG1340 266.6663 131.3138 1.196e-15 9.489e-16 4.154e-16 339.9926 479.0
DG1341 266.8563 131.6087 6.702e-26 1.700e-27 7.918e-33 199.7806 477.7
DG1342 266.7836 131.1362 7.359e-26 1.751e-27 8.186e-33 203.9913 478.71
DG1343 266.2708 131.5704 1.364e-15 9.998e-16 4.310e-16 186.4659 479.04
DG1344 266.4514 131.3408 1.615e-15 1.422e-15 6.282e-16 140.9306 478.85
DG1345 266.0328 131.6345 1.918e-15 1.558e-15 6.551e-16 187.7846 477.92
DG1346 266.6464 131.0199 1.870e-15 1.446e-15 7.154e-16 202.4619 479.29
DG1347 47.7676 100.3048 4.634e-16 3.821e-16 1.607e-16 311.3191 725.49
DG1348 48.0322 100.2632 7.120e-16 5.472e-16 2.199e-16 95.4256 726.91
DG1349 47.5989 100.2886 6.919e-16 5.530e-16 2.354e-16 107.1788 724.25
DG1350 47.5274 100.2032 4.884e-16 3.905e-16 1.720e-16 130.3028 723.37
DG1351 47.3712 100.1305 5.185e-26 1.408e-27 6.608e-33 124.9099 726.44
DG1352 47.8960 100.0942 7.419e-16 5.975e-16 2.944e-16 92.0534 726.42
DG1353 47.9388 100.4779 5.328e-26 1.342e-27 6.974e-33 113.6936 724.17
DG1354 47.6332 100.0869 6.663e-16 5.625e-16 2.311e-16 93.3377 726.03
DG1355 47.8788 100.6419 6.677e-16 5.353e-16 2.439e-16 93.6746 726.81
DG1356 37.6527 72.3458 2.409e-16 1.870e-16 8.731e-17 190.2694 1052.83
DG1357 37.5392 72.1870 3.620e-16 2.903e-16 1.280e-16 80.463 1050.34
DG1358 37.6173 72.4064 3.061e-16 2.517e-16 1.203e-16 72.9494 1053.38
DG1359 37.7627 72.2124 6.784e-26 1.877e-27 7.244e-33 69.24 1051.85
DG1360 37.6248 72.3991 3.427e-16 3.023e-16 1.475e-16 80.2676 1052.56
DG1361 37.6560 72.4598 4.983e-16 3.668e-16 1.614e-16 85.4752 1050.25
DG1362 37.5977 72.1159 6.315e-26 1.832e-27 7.418e-33 83.9922 1052.26
DG1363 37.7668 72.3851 3.642e-16 3.049e-16 1.341e-16 71.8814 1052.06
DG1364 159.9954 62.3021 3.856e-16 3.212e-16 1.410e-16 82.4337 937.4
DG1365 160.0539 62.3199 2.575e-16 2.173e-16 9.254e-17 88.4118 937.04
DG1366 164.1138 100.3737 4.967e-16 4.088e-16 1.364e-16 115.4863 1499.36
DG1367 163.9316 100.4977 1.480e-16 1.215e-16 4.984e-17 83.9809 1502.08
DG1368 163.7406 100.1915 2.520e-16 2.149e-16 9.094e-17 51.4076 1502.34
DG1369 164.5023 100.3371 1.708e-16 1.578e-16 6.142e-17 46.7247 1505.45
DG1370 164.2022 100.1576 1.914e-16 1.612e-16 8.072e-17 54.1054 1500.87
DG1371 163.8875 100.3238 1.628e-16 1.417e-16 6.889e-17 51.1999 1502.55
DG1372 164.4069 100.4311 1.908e-16 1.608e-16 7.246e-17 57.9124 1499.25
DG1373 164.2668 100.4264 1.938e-16 1.610e-16 7.906e-17 58.6956 1505.25
DG1374 164.0075 100.6328 2.068e-16 1.548e-16 7.380e-17 55.7019 1501.24
DG1375 164.1435 100.5271 1.633e-16 1.549e-16 6.553e-17 54.5385 1504.95
DG1376 163.9342 100.4373 1.809e-16 1.549e-16 6.988e-17 49.7155 1504.38
DG1377 164.1535 100.1629 1.710e-16 1.485e-16 6.629e-17 49.2368 1498.53
DG1378 164.0185 100.0348 1.671e-16 1.357e-16 6.000e-17 49.6626 1504.34
DG1379 164.2336 100.5410 1.816e-16 1.391e-16 6.845e-17 49.5164 1504.17
DG1380 164.2952 100.5473 1.877e-16 1.410e-16 6.684e-17 43.8436 1497.97
DG1381 164.0249 100.2895 1.259e-16 1.046e-16 4.571e-17 80.475 1501.31
DG1382 163.7603 100.1937 9.998e-26 2.917e-27 1.347e-32 59.8863 1505.82
DG1383 163.9614 100.3457 1.076e-25 2.678e-27 1.188e-32 62.5721 1503.08
DG1384 163.7528 100.3548 1.720e-16 1.298e-16 6.256e-17 49.8723 1497.84
DG1385 337.6360 136.0547 1.694e-16 1.314e-16 5.944e-17 167.965 1311.05
DG1386 337.7682 136.0518 8.304e-26 2.228e-27 1.116e-32 71.7212 1308.9
DG1387 337.5445 135.9948 1.638e-16 1.438e-16 6.104e-17 68.8096 1308.48
DG1388 337.4764 136.1725 2.154e-16 1.891e-16 7.376e-17 60.6941 1309.25
DG1389 337.7476 135.9307 2.461e-16 1.942e-16 9.755e-17 66.2705 1310.3
DG1390 337.3974 136.0464 2.195e-16 1.829e-16 8.387e-17 57.4288 1311.65
DG1391 337.6235 136.1960 2.423e-16 2.133e-16 9.490e-17 62.4314 1309.32
DG1392 337.5524 136.0491 2.091e-16 2.081e-16 8.685e-17 73.736 1310.2
DG1393 146.6869 60.1898 7.428e-16 6.581e-16 2.832e-16 143.4969 577.22
DG1394 67.3085 75.8738 9.815e-16 8.007e-16 3.697e-16 330.5244 455.73
DG1395 67.6678 75.7531 2.368e-15 1.784e-15 6.893e-16 183.4214 453.28
DG1396 67.7427 75.7735 1.794e-15 1.404e-15 6.129e-16 188.3844 451.66
DG1397 66.8823 76.3931 1.572e-15 1.251e-15 5.327e-16 172.2309 455.77
DG1398 67.5904 75.4302 1.748e-15 1.364e-15 6.577e-16 217.1038 452.11
DG1399 67.4989 75.8457 1.601e-15 1.311e-15 5.281e-16 146.1949 451.87
DG1400 66.9993 75.7201 2.449e-15 1.749e-15 7.235e-16 141.2121 452.43
DG1401 67.3890 76.1314 1.693e-15 1.384e-15 6.550e-16 186.2237 454.45
DG1402 67.0741 75.1065 1.692e-15 1.523e-15 6.328e-16 174.2777 454.32
DG1403 89.5732 143.9196 1.808e-15 1.745e-15 7.468e-16 587.6012 365.77
DG1404 89.6704 143.8285 8.205e-26 2.109e-27 1.102e-32 243.102 365.86
DG1405 89.8212 144.3602 8.047e-26 2.086e-27 1.016e-32 253.8014 366.29
DG1406 89.8506 143.8036 2.143e-15 1.637e-15 7.772e-16 256.8312 364.86
