Name Equatorial Polar BlueF GreenF RedF Size RadialVelocity
DG4935 138.7179 9.9269 4.770e-15 3.807e-15 1.889e-15 354.2609 296.36
DG4936 136.9126 9.5020 4.119e-15 3.410e-15 1.513e-15 278.3429 296.48
DG4937 137.7452 10.1312 4.666e-15 3.522e-15 1.786e-15 302.4358 296.81
DG4938 136.1963 9.7079 4.054e-15 3.190e-15 1.552e-15 264.42 296.75
DG4939 287.7735 111.2555 1.438e-16 1.325e-16 6.037e-17 67.3319 1341.62
DG4940 25.2140 37.4150 1.546e-16 1.237e-16 6.005e-17 111.3867 1298.24
DG4941 25.2996 37.3364 2.428e-16 1.977e-16 9.203e-17 66.1913 1299.67
DG4942 25.1497 37.2526 7.825e-26 2.026e-27 1.034e-32 84.927 1299.34
DG4943 25.0403 37.2850 8.133e-26 2.037e-27 9.545e-33 70.5621 1298.48
DG4944 25.0341 37.5369 2.146e-16 1.972e-16 7.740e-17 57.5718 1297.9
DG4945 25.1370 37.4073 2.429e-16 1.957e-16 9.269e-17 60.836 1299.02
DG4946 25.1699 37.3586 2.442e-16 1.814e-16 7.740e-17 64.8844 1299.29
DG4947 24.1687 103.2328 2.958e-16 2.160e-16 7.372e-17 96.5355 2100.8
DG4948 24.0555 103.4093 1.333e-16 1.121e-16 4.354e-17 32.0398 2099.09
DG4949 24.3626 103.6632 1.076e-16 8.394e-17 3.651e-17 36.8883 2100.88
DG4950 24.4198 103.3093 7.975e-17 6.295e-17 2.856e-17 64.1189 2096.88
DG4951 24.1859 102.8632 2.964e-25 8.163e-27 4.051e-32 39.0554 2094.87
DG4952 24.0380 103.1854 3.269e-25 8.220e-27 4.290e-32 41.2413 2096.95
DG4953 24.3829 103.0842 3.118e-25 8.338e-27 4.003e-32 48.4433 2098.88
DG4954 23.8505 103.3441 1.056e-16 8.449e-17 4.149e-17 37.3964 2102.85
DG4955 23.7774 103.4974 7.059e-17 5.424e-17 2.484e-17 45.4576 2101.87
DG4956 24.2262 103.2350 8.354e-17 7.643e-17 3.262e-17 33.8164 2096.65
DG4957 24.0546 103.8252 9.409e-17 7.537e-17 3.306e-17 35.2807 2101.06
DG4958 23.8447 103.4749 5.677e-17 5.116e-17 2.361e-17 47.2416 2092.99
DG4959 24.2603 102.9042 6.534e-17 5.507e-17 2.495e-17 51.1141 2096.67
DG4960 24.4445 103.6480 9.547e-17 7.639e-17 3.725e-17 37.1916 2101.0
DG4961 24.3713 103.5239 6.530e-17 5.670e-17 2.544e-17 53.3399 2093.03
DG4962 24.0168 103.2305 6.306e-17 4.784e-17 2.523e-17 43.4478 2100.32
DG4963 23.7953 103.5040 3.460e-25 9.411e-27 4.170e-32 46.9992 2094.41
DG4964 23.7310 103.0522 8.803e-17 7.130e-17 3.271e-17 33.2667 2097.7
DG4965 24.4477 103.2338 3.140e-25 8.229e-27 4.035e-32 29.9935 2094.94
DG4966 24.0602 103.3941 2.754e-25 9.076e-27 4.310e-32 40.0871 2100.99
DG4967 24.1948 102.7654 1.006e-16 8.263e-17 3.880e-17 41.088 2098.99
DG4968 23.8574 103.1383 1.021e-16 8.117e-17 4.042e-17 39.6797 2102.56
DG4969 24.2214 103.1205 9.360e-17 7.530e-17 3.530e-17 29.2135 2091.96
DG4970 24.2036 103.4099 9.612e-17 7.700e-17 3.454e-17 33.4454 2091.56
DG4971 24.3948 103.7123 3.093e-25 7.642e-27 4.357e-32 43.0605 2103.51
DG4972 24.2630 103.7084 9.187e-17 7.924e-17 3.422e-17 36.1264 2098.06
DG4973 24.6405 103.4334 8.830e-17 6.961e-17 3.311e-17 34.4726 2094.92
DG4974 24.6463 103.3512 8.941e-17 7.872e-17 3.773e-17 34.2008 2092.03
DG4975 23.9793 102.7599 3.503e-25 9.277e-27 4.260e-32 42.5061 2095.54
DG4976 24.3744 103.3768 9.148e-17 7.619e-17 3.329e-17 32.1108 2100.62
DG4977 24.7216 102.9642 1.451e-16 1.195e-16 4.425e-17 40.1287 2097.08
DG4978 24.0613 102.9830 3.306e-25 8.717e-27 4.098e-32 45.5358 2099.92
DG4979 24.1103 103.6095 9.444e-17 8.239e-17 4.049e-17 36.9232 2094.1
DG4980 24.2171 103.7604 9.635e-17 6.458e-17 3.466e-17 36.7261 2093.95
DG4981 24.2220 103.4010 8.943e-17 7.761e-17 3.399e-17 34.7464 2091.3
DG4982 24.5627 103.1709 1.336e-16 1.093e-16 4.883e-17 36.9024 2094.56
DG4983 23.8237 102.9917 3.250e-25 8.405e-27 4.654e-32 44.5699 2093.82
DG4984 24.1244 102.8123 9.690e-17 9.121e-17 3.669e-17 41.486 2099.04
DG4985 24.5560 103.1396 3.289e-25 8.664e-27 4.297e-32 47.4049 2105.07
DG4986 239.8353 26.8818 9.787e-16 8.000e-16 3.457e-16 197.8666 518.35
DG4987 3.8838 132.2238 9.325e-16 6.613e-16 2.268e-16 158.46 1095.69
DG4988 3.7360 132.7115 4.651e-16 3.562e-16 1.540e-16 73.2983 1096.48
DG4989 4.1510 132.0502 2.411e-16 2.004e-16 9.515e-17 83.8416 1097.77
DG4990 3.9176 132.1233 2.113e-16 1.895e-16 8.413e-17 140.7712 1095.67
DG4991 3.5494 131.9895 6.556e-26 1.827e-27 7.806e-33 92.4867 1095.71
DG4992 3.9936 132.4627 2.164e-16 1.865e-16 9.005e-17 110.2584 1098.2
DG4993 3.7969 132.4238 2.409e-16 2.175e-16 9.271e-17 133.902 1098.43
DG4994 4.2968 132.1204 3.486e-16 3.145e-16 1.281e-16 89.6053 1098.13
DG4995 4.1975 132.2314 6.411e-26 1.696e-27 7.729e-33 87.1328 1095.46
DG4996 3.8573 131.8886 3.285e-16 2.776e-16 1.241e-16 64.7535 1098.03
DG4997 3.8520 132.2915 3.390e-16 2.683e-16 1.235e-16 71.7422 1097.61
DG4998 4.1896 132.3007 6.503e-26 1.731e-27 8.355e-33 71.673 1096.33
DG4999 3.3661 132.1700 2.016e-16 1.765e-16 7.683e-17 115.7107 1096.55
DG5000 4.0977 131.9014 3.006e-16 2.584e-16 1.158e-16 71.7157 1102.49
DG5001 3.9863 132.7450 5.998e-26 1.739e-27 8.076e-33 106.6127 1096.64
DG5002 4.0769 132.1155 2.168e-16 1.594e-16 7.844e-17 145.6919 1099.56
DG5003 3.9949 131.8498 2.392e-16 1.831e-16 8.110e-17 113.792 1098.37
DG5004 3.6986 132.6791 5.852e-26 1.678e-27 8.290e-33 80.5281 1097.21
DG5005 3.9323 131.9727 3.469e-16 3.263e-16 1.306e-16 76.228 1097.41
DG5006 260.0214 131.1176 4.185e-16 3.431e-16 1.505e-16 123.0001 825.49
DG5007 15.6226 81.8581 4.118e-16 3.405e-16 1.440e-16 83.21 993.61
DG5008 15.5629 81.8574 6.317e-26 1.619e-27 7.283e-33 87.1154 994.37
DG5009 15.6222 81.9195 3.318e-16 2.675e-16 1.228e-16 73.817 993.81
DG5010 15.4434 81.9688 6.629e-26 1.647e-27 7.106e-33 79.0189 993.88
DG5011 303.5158 9.7917 1.702e-14 1.335e-14 4.002e-15 744.8027 196.09
DG5012 306.6553 8.3769 4.535e-15 3.803e-15 1.773e-15 590.8975 198.47
DG5013 298.1571 9.1656 7.271e-15 5.043e-15 2.391e-15 323.3366 199.46
DG5014 289.5713 8.3321 4.894e-15 3.500e-15 1.458e-15 367.3848 197.62
DG5015 289.0595 11.2256 7.219e-15 6.037e-15 2.509e-15 387.2824 195.61
DG5016 307.4387 7.3843 8.299e-15 6.974e-15 2.688e-15 427.619 197.1
DG5017 295.2679 11.4543 1.336e-25 3.205e-27 1.697e-32 398.0395 199.91
DG5018 299.3776 8.7545 8.172e-15 7.135e-15 2.427e-15 270.4726 199.3
DG5019 292.4056 10.6499 4.152e-15 3.639e-15 1.551e-15 528.9559 199.97
DG5020 301.9980 8.8154 8.428e-15 6.779e-15 2.617e-15 330.6987 197.3
DG5021 304.6958 11.0152 4.541e-15 4.002e-15 1.863e-15 586.1354 200.16
DG5022 304.2454 11.2347 3.946e-15 2.912e-15 1.443e-15 438.5395 196.9
DG5023 294.0509 11.6597 1.403e-25 3.297e-27 1.660e-32 486.8549 200.35
DG5024 300.6072 12.3582 1.357e-25 3.744e-27 1.670e-32 315.3496 200.95
DG5025 314.6674 12.4462 1.472e-25 3.586e-27 1.681e-32 322.0858 200.47
DG5026 307.9403 12.5482 4.527e-15 3.556e-15 1.727e-15 382.3869 200.76
DG5027 290.9714 11.5749 6.539e-15 5.307e-15 2.546e-15 366.8567 199.63
DG5028 303.6098 7.4391 1.436e-25 3.954e-27 1.793e-32 391.0123 199.64
DG5029 286.0447 10.8148 1.488e-25 3.518e-27 1.562e-32 368.9684 199.27
DG5030 291.6459 10.7538 1.394e-25 3.707e-27 1.567e-32 368.456 197.0
DG5031 295.9624 11.5238 1.258e-25 3.557e-27 1.584e-32 395.9332 197.09
DG5032 288.8685 10.3783 1.382e-25 3.589e-27 1.563e-32 357.3918 198.08
DG5033 74.5964 44.6243 5.821e-16 4.071e-16 2.043e-16 180.1486 667.73
DG5034 74.5185 44.4648 8.211e-16 6.999e-16 3.066e-16 116.823 667.56
DG5035 74.8525 44.6113 8.063e-16 6.610e-16 2.908e-16 121.2767 667.9
DG5036 74.6997 44.7336 7.286e-16 6.039e-16 2.614e-16 118.7794 667.85
DG5037 74.6999 44.5078 8.462e-16 6.778e-16 3.060e-16 124.151 667.44
DG5038 110.5419 152.6250 1.997e-16 1.668e-16 6.610e-17 171.6778 1207.86
DG5039 110.5926 152.5986 1.891e-16 1.613e-16 7.054e-17 80.376 1206.01
DG5040 110.3926 152.8144 2.499e-16 2.099e-16 8.413e-17 64.5508 1206.36
DG5041 110.5149 152.6941 3.136e-16 2.466e-16 1.116e-16 73.5156 1206.94
DG5042 110.5525 152.4482 2.341e-16 2.049e-16 9.634e-17 69.7505 1206.44
DG5043 110.9062 152.6562 2.710e-16 2.312e-16 1.035e-16 67.7117 1206.44
DG5044 110.6001 152.5595 3.937e-16 3.082e-16 1.245e-16 64.3199 1206.49
DG5045 110.8199 152.6781 2.862e-16 2.457e-16 1.125e-16 77.233 1206.11
DG5046 92.9949 151.6265 5.325e-15 4.747e-15 2.124e-15 457.6906 209.57
DG5047 12.4037 73.6903 7.638e-15 5.985e-15 2.739e-15 1349.9367 184.49
DG5048 12.9523 74.1348 1.727e-14 1.332e-14 4.871e-15 493.8758 183.31
DG5049 12.9799 73.0777 1.291e-14 1.013e-14 4.767e-15 518.3144 183.84
DG5050 12.9535 71.9824 1.161e-14 8.564e-15 3.702e-15 412.3911 181.19
DG5051 12.8275 75.3334 1.267e-14 9.560e-15 3.929e-15 422.7467 181.54
DG5052 10.5184 74.4326 1.238e-14 9.622e-15 4.662e-15 531.7123 184.21
DG5053 12.0351 73.6916 7.618e-15 6.303e-15 2.982e-15 1030.2683 183.0
DG5054 11.9545 74.7234 1.274e-14 8.715e-15 3.829e-15 457.2609 184.45
DG5055 12.6882 72.4856 1.011e-14 8.626e-15 3.604e-15 468.2009 183.44
DG5056 288.1456 77.8047 5.292e-16 4.108e-16 1.699e-16 134.7512 687.22
DG5057 278.7500 34.5059 2.623e-15 2.204e-15 9.543e-16 431.7478 274.38
DG5058 278.1437 34.7654 9.958e-26 2.626e-27 1.220e-32 308.2542 273.49
DG5059 279.8969 34.7372 9.894e-26 2.471e-27 1.129e-32 284.9291 273.42
DG5060 278.6646 34.5309 3.467e-15 3.043e-15 1.354e-15 251.6229 273.22
DG5061 278.2277 34.0023 4.091e-15 3.230e-15 1.450e-15 276.278 273.2
DG5062 283.2237 37.2505 5.834e-26 1.493e-27 6.385e-33 142.7333 657.85
DG5063 283.3630 37.1942 1.017e-15 7.532e-16 3.195e-16 117.736 657.24
DG5064 283.1000 37.3534 7.490e-16 4.808e-16 2.554e-16 155.7423 657.69
DG5065 245.1241 48.5272 1.147e-16 1.019e-16 4.314e-17 77.0005 1630.98
DG5066 245.0826 48.4820 1.543e-16 1.221e-16 5.404e-17 49.0046 1632.16
DG5067 245.1952 48.3887 1.026e-16 8.761e-17 4.100e-17 59.7566 1630.52
DG5068 245.1974 48.4258 1.647e-16 1.326e-16 6.062e-17 51.6311 1631.79
DG5069 245.0292 48.5905 1.484e-16 1.230e-16 6.021e-17 46.6139 1631.09
DG5070 245.2568 48.4350 1.587e-16 1.345e-16 6.267e-17 47.3037 1630.18
DG5071 289.8062 104.2888 5.682e-16 4.667e-16 1.948e-16 96.5494 813.25
DG5072 289.6544 104.2806 4.890e-16 4.216e-16 1.803e-16 81.6071 812.92
DG5073 324.4714 65.7680 4.491e-16 3.798e-16 1.518e-16 190.6027 752.52
DG5074 324.2676 66.0051 5.572e-16 4.788e-16 1.913e-16 77.45 751.43
DG5075 324.6675 65.8092 5.276e-16 4.554e-16 2.014e-16 93.0695 750.31
DG5076 324.5094 65.5014 4.364e-16 3.423e-16 1.496e-16 104.3562 751.67
DG5077 324.2065 65.8329 5.375e-26 1.364e-27 6.201e-33 104.3043 751.45
DG5078 324.5093 65.7037 6.335e-16 4.452e-16 2.297e-16 93.6328 752.24
DG5079 279.9338 115.4083 8.809e-16 6.399e-16 2.189e-16 217.6799 1080.38
DG5080 280.0349 115.1207 3.333e-16 2.762e-16 1.124e-16 70.5691 1076.95
DG5081 280.1252 115.3809 7.000e-26 1.796e-27 7.962e-33 77.2529 1079.89
DG5082 279.6881 115.4447 2.919e-16 2.687e-16 1.072e-16 68.1014 1081.32
DG5083 280.3435 115.1548 3.006e-16 2.554e-16 1.282e-16 84.3291 1079.88
DG5084 279.9214 115.4204 1.930e-16 1.788e-16 7.273e-17 217.0407 1078.59
DG5085 280.0352 115.0964 6.548e-26 1.759e-27 8.530e-33 96.0202 1077.21
DG5086 280.1728 115.7990 3.039e-16 2.824e-16 1.173e-16 72.9501 1079.47
DG5087 280.2090 115.3745 6.055e-26 1.693e-27 8.144e-33 77.0987 1077.39
DG5088 280.3397 115.6343 3.320e-16 2.720e-16 1.290e-16 78.0733 1078.73
DG5089 280.0597 115.2097 4.298e-16 3.598e-16 1.450e-16 66.0509 1080.05
DG5090 280.0373 115.0660 2.945e-16 2.407e-16 1.086e-16 58.1065 1080.9
DG5091 279.9431 115.8625 6.830e-26 1.740e-27 7.849e-33 71.9236 1078.07
DG5092 280.2577 115.5773 6.554e-26 1.650e-27 7.520e-33 81.3361 1077.67
DG5093 279.6969 115.5870 2.210e-16 1.693e-16 8.657e-17 80.6245 1078.78
DG5094 238.3194 42.3437 4.571e-16 3.649e-16 1.262e-16 154.1432 1571.11
DG5095 238.4395 42.2619 1.651e-16 1.486e-16 7.054e-17 46.44 1572.51
DG5096 238.3281 42.4592 1.615e-16 1.270e-16 5.843e-17 47.7265 1570.57
DG5097 237.7971 42.2160 1.636e-16 1.311e-16 6.303e-17 48.3665 1567.34
DG5098 238.2127 42.5084 1.231e-25 3.060e-27 1.390e-32 51.779 1569.37
DG5099 238.3820 42.5092 1.192e-16 9.278e-17 4.038e-17 79.4695 1570.92
DG5100 238.3749 42.1645 1.357e-16 1.058e-16 5.148e-17 90.571 1572.15
DG5101 238.0466 42.3986 1.100e-16 9.351e-17 4.605e-17 80.9751 1571.81
DG5102 238.4560 42.5165 1.211e-16 8.966e-17 3.912e-17 78.3952 1572.06
DG5103 238.4112 42.3467 1.683e-16 1.337e-16 6.192e-17 48.0322 1570.8
DG5104 238.1016 42.3179 1.656e-16 1.420e-16 6.164e-17 53.9667 1571.75
DG5105 238.4899 42.3135 1.097e-16 9.895e-17 3.995e-17 61.7769 1567.56
DG5106 238.5823 42.4923 1.136e-25 3.376e-27 1.486e-32 61.5128 1571.82
DG5107 238.7913 42.2786 1.429e-16 1.212e-16 6.399e-17 45.0665 1570.37
DG5108 238.8192 42.1805 1.807e-16 1.417e-16 7.136e-17 50.4861 1571.01
DG5109 238.4038 42.7224 1.409e-16 1.321e-16 6.061e-17 51.3331 1567.73
DG5110 126.2718 69.3671 1.911e-16 1.675e-16 7.656e-17 53.7418 1496.42
DG5111 126.2939 69.4377 1.067e-25 2.937e-27 1.378e-32 66.4414 1496.64
DG5112 126.2530 69.4633 2.011e-16 1.598e-16 7.309e-17 52.0528 1497.45
DG5113 258.7682 138.9777 5.497e-15 4.653e-15 2.033e-15 371.9674 193.43
DG5114 225.4052 27.3172 5.695e-26 1.415e-27 6.997e-33 133.28 571.16
DG5115 225.5760 27.2130 1.096e-15 9.342e-16 3.797e-16 143.2368 571.62
DG5116 225.7055 27.2461 1.055e-15 8.251e-16 4.110e-16 129.7704 571.88
DG5117 225.2095 27.5235 1.062e-15 8.581e-16 3.467e-16 119.153 571.29
DG5118 42.4481 145.4370 3.318e-15 2.696e-15 8.739e-16 270.4266 498.48
DG5119 40.1131 145.0180 9.013e-16 7.110e-16 3.059e-16 197.4438 507.03
DG5120 40.3299 144.3219 1.315e-15 8.929e-16 4.269e-16 142.0445 505.12
DG5121 44.7098 144.6829 1.642e-15 1.203e-15 5.084e-16 164.1291 499.88
DG5122 41.9324 145.9592 1.007e-15 8.463e-16 3.673e-16 282.3374 498.41
DG5123 43.4743 146.0742 1.355e-15 1.099e-15 4.984e-16 149.7389 501.14
DG5124 44.9170 144.5654 1.242e-15 9.110e-16 3.889e-16 124.4185 496.56
DG5125 40.2404 146.5450 8.397e-16 7.101e-16 2.991e-16 190.7054 496.55
DG5126 40.7026 143.9895 1.209e-15 1.188e-15 4.758e-16 161.8096 497.09
DG5127 44.5326 145.6768 7.918e-16 6.484e-16 3.021e-16 153.0661 500.25
DG5128 45.3500 145.1137 1.261e-15 1.096e-15 4.451e-16 134.2502 500.23
DG5129 46.4537 146.5645 1.117e-15 1.009e-15 4.715e-16 149.8379 503.19
DG5130 40.4685 147.3589 1.440e-15 1.122e-15 5.102e-16 146.9538 500.9
DG5131 42.6328 144.9458 8.863e-16 6.579e-16 2.952e-16 310.6802 506.82
DG5132 44.2509 144.3105 6.153e-26 1.479e-27 7.451e-33 163.3546 503.65
DG5133 39.9264 144.5796 7.771e-16 6.947e-16 2.849e-16 196.1389 505.47
DG5134 42.8557 145.6329 9.607e-16 7.969e-16 3.533e-16 338.9426 503.0
DG5135 43.8013 145.5460 1.154e-15 9.855e-16 3.572e-16 134.3429 498.09
DG5136 43.4813 144.2185 1.085e-15 7.112e-16 3.542e-16 276.9887 497.38
DG5137 42.8390 144.8365 6.269e-26 1.477e-27 7.568e-33 204.1382 504.2
DG5138 40.0632 147.9421 9.741e-16 7.725e-16 3.589e-16 183.4641 500.66
DG5139 38.6690 145.4071 1.310e-15 9.634e-16 4.861e-16 153.3571 501.77
DG5140 42.1554 145.1735 1.812e-15 1.306e-15 4.637e-16 140.086 505.17
DG5141 41.4668 143.7070 1.230e-15 9.713e-16 3.756e-16 124.3682 506.66
DG5142 41.3626 145.6354 1.453e-15 1.171e-15 5.140e-16 176.2746 504.79
DG5143 42.9343 147.5016 1.277e-15 1.120e-15 4.419e-16 147.7805 497.74
DG5144 43.9836 146.5725 8.827e-16 6.840e-16 3.040e-16 224.3885 495.61
DG5145 41.2620 146.2955 1.196e-15 1.075e-15 4.723e-16 143.0138 503.63
DG5146 44.7004 144.8492 9.279e-16 7.947e-16 3.782e-16 179.3077 496.61
DG5147 42.0582 145.7726 1.009e-15 8.820e-16 3.495e-16 283.1784 496.14
DG5148 38.0022 145.8098 1.353e-15 1.087e-15 4.784e-16 148.4738 498.97
DG5149 43.0601 144.5321 1.252e-15 1.053e-15 4.740e-16 147.0397 498.22
DG5150 46.1283 146.2090 1.144e-15 9.596e-16 4.065e-16 127.885 496.88
DG5151 45.0713 144.5526 2.061e-15 1.456e-15 5.472e-16 176.7257 502.24
DG5152 43.2397 146.5642 1.379e-15 9.965e-16 4.551e-16 137.0875 501.98
DG5153 45.4658 145.5620 1.453e-15 1.259e-15 5.228e-16 158.3027 499.82
DG5154 42.6848 145.7437 1.081e-15 9.294e-16 4.141e-16 133.1718 496.54
DG5155 39.8327 145.2983 5.930e-26 1.642e-27 7.738e-33 221.6197 499.15
DG5156 40.7897 145.8633 1.119e-15 8.864e-16 4.012e-16 122.5646 498.98
DG5157 44.6803 146.7142 1.187e-15 9.422e-16 4.439e-16 149.9737 504.28
DG5158 43.2159 143.9527 8.711e-16 7.604e-16 3.178e-16 233.4386 500.34
DG5159 40.8735 146.8770 1.471e-15 1.178e-15 5.100e-16 179.5825 495.95
DG5160 40.0383 145.3487 1.229e-15 9.948e-16 4.096e-16 130.9293 497.74
DG5161 39.3653 145.8071 1.419e-15 1.076e-15 5.247e-16 181.5677 498.3
DG5162 44.1453 145.0463 9.024e-16 7.522e-16 3.019e-16 217.8807 498.27
DG5163 39.1015 144.1430 1.282e-15 1.001e-15 4.727e-16 158.9156 496.03
DG5164 42.0713 50.1353 1.514e-16 1.254e-16 5.698e-17 94.8418 1470.82
DG5165 42.0359 50.0385 2.068e-16 1.734e-16 8.032e-17 44.0896 1470.99
DG5166 42.2780 50.0506 1.079e-25 2.651e-27 1.250e-32 49.334 1471.72
DG5167 41.9541 50.0521 1.747e-16 1.734e-16 5.747e-17 56.0045 1471.1
DG5168 41.9701 50.1506 2.024e-16 1.644e-16 7.588e-17 48.9327 1471.02
DG5169 42.1636 50.2289 1.722e-16 1.517e-16 6.256e-17 54.9195 1471.7
DG5170 15.8677 80.7845 1.424e-16 1.188e-16 5.029e-17 78.2327 1371.45
DG5171 16.0071 80.7938 2.250e-16 1.688e-16 7.337e-17 59.0012 1371.07
DG5172 15.9881 80.8276 3.157e-16 2.722e-16 1.046e-16 58.9625 1372.33
DG5173 15.9559 80.8196 2.064e-16 1.791e-16 7.677e-17 50.6035 1370.54
DG5174 224.5568 111.4251 1.181e-16 9.297e-17 4.487e-17 103.1382 1525.99
DG5175 224.7221 111.4096 1.827e-16 1.406e-16 7.306e-17 53.6446 1529.05
DG5176 224.6809 111.5125 1.528e-16 1.218e-16 6.739e-17 47.9908 1526.33
DG5177 224.4706 111.5683 1.239e-16 9.912e-17 4.677e-17 62.6514 1526.57
DG5178 224.5729 111.4827 1.910e-16 1.549e-16 6.947e-17 50.4785 1526.06
DG5179 224.5766 111.4948 1.516e-16 1.348e-16 5.916e-17 44.5675 1526.83
DG5180 224.5670 111.4707 1.477e-16 1.330e-16 5.703e-17 56.8047 1526.68
DG5181 179.7674 101.6990 1.018e-16 8.576e-17 3.562e-17 82.4726 1794.71
DG5182 179.6366 101.6626 1.475e-16 1.189e-16 5.326e-17 48.0644 1795.04
DG5183 179.7408 101.7854 1.211e-16 1.010e-16 4.990e-17 40.2983 1793.36
DG5184 179.7874 101.6601 1.262e-16 1.024e-16 4.876e-17 40.9472 1793.04
DG5185 179.7415 101.6981 1.236e-16 1.090e-16 4.503e-17 42.3015 1794.85
DG5186 179.8571 101.7530 1.436e-16 1.101e-16 5.751e-17 50.9047 1794.15
DG5187 94.2601 114.9813 9.147e-16 7.408e-16 2.269e-16 215.2619 1031.32
DG5188 94.3194 114.9689 3.958e-16 2.875e-16 1.290e-16 78.6674 1031.1
DG5189 94.1428 115.1742 2.966e-16 2.645e-16 1.241e-16 67.4516 1033.05
DG5190 94.2172 114.7601 3.494e-16 3.089e-16 1.407e-16 82.3711 1032.78
DG5191 94.3806 115.0897 6.887e-26 1.542e-27 7.919e-33 88.8114 1033.45
DG5192 94.1916 115.1060 6.884e-26 1.814e-27 8.163e-33 82.9909 1031.01
DG5193 93.8987 114.9111 6.638e-26 1.691e-27 7.296e-33 93.823 1033.44
DG5194 94.2911 115.0912 3.164e-16 2.563e-16 1.276e-16 69.6764 1031.59
DG5195 94.1412 114.7266 3.011e-16 2.558e-16 1.196e-16 65.6977 1031.73
DG5196 94.5971 114.7974 4.995e-16 3.710e-16 1.591e-16 82.2981 1033.31
DG5197 165.4223 166.9507 7.107e-16 5.540e-16 2.609e-16 156.6541 595.24
DG5198 35.7410 158.5666 3.042e-16 2.505e-16 1.140e-16 82.5059 1182.42
DG5199 35.5448 158.6166 2.685e-16 2.360e-16 9.614e-17 51.7205 1181.94
DG5200 35.4543 158.8058 7.354e-26 1.904e-27 9.599e-33 87.7298 1182.05
DG5201 35.4381 158.5612 3.188e-16 2.587e-16 1.259e-16 67.7682 1182.02
DG5202 272.7688 72.3794 3.712e-15 3.265e-15 1.375e-15 279.4528 303.74
DG5203 272.5345 72.4037 4.090e-15 3.489e-15 1.773e-15 278.1073 304.46
DG5204 272.7991 72.0828 9.302e-26 2.884e-27 1.213e-32 304.5214 304.61
DG5205 324.1998 62.9331 1.450e-15 1.041e-15 4.816e-16 210.3583 385.35
DG5206 324.5339 62.7393 1.922e-15 1.566e-15 6.089e-16 174.0752 385.51
DG5207 282.6617 44.9372 5.116e-15 4.089e-15 1.701e-15 390.9398 254.45
DG5208 182.1525 159.1852 2.512e-15 1.873e-15 6.394e-16 263.9312 596.42
DG5209 180.9394 159.5264 1.250e-15 1.067e-15 4.218e-16 151.0272 594.87
DG5210 181.2112 159.6310 5.151e-26 1.327e-27 6.936e-33 143.1586 595.65
DG5211 181.1738 158.6579 1.063e-15 8.109e-16 3.954e-16 126.0774 594.01
DG5212 181.4731 159.2652 1.081e-15 8.542e-16 3.666e-16 128.5408 597.26
DG5213 181.6454 158.9957 5.037e-26 1.477e-27 6.580e-33 162.7389 596.82
DG5214 182.8574 159.2063 5.209e-26 1.542e-27 6.380e-33 144.2217 594.92
DG5215 181.9251 158.6108 1.000e-15 7.757e-16 3.498e-16 138.4079 597.36
DG5216 181.6355 159.5442 5.430e-26 1.454e-27 6.216e-33 153.0392 595.17
DG5217 182.7815 158.6619 1.070e-15 8.348e-16 3.885e-16 144.9186 594.22
DG5218 182.2106 159.6361 1.053e-15 9.234e-16 3.544e-16 138.4302 594.07
DG5219 181.6877 159.4004 5.285e-26 1.504e-27 6.566e-33 144.5133 594.05
DG5220 180.8666 159.3664 7.124e-16 5.079e-16 2.525e-16 146.3692 597.29
DG5221 174.4588 70.8183 1.261e-16 1.054e-16 4.681e-17 109.3943 1408.91
DG5222 174.4895 70.9666 1.016e-25 2.777e-27 1.273e-32 40.3818 1408.2
DG5223 174.5210 70.8481 2.024e-16 1.708e-16 8.418e-17 53.9861 1407.67
DG5224 174.4571 70.6917 1.799e-16 1.522e-16 6.478e-17 55.9657 1407.14
DG5225 174.4421 70.7000 1.870e-16 1.543e-16 6.459e-17 55.3911 1406.18
DG5226 174.5019 70.7518 2.036e-16 1.819e-16 8.513e-17 52.7312 1407.32
DG5227 174.3866 70.7743 9.666e-26 2.524e-27 1.149e-32 77.0637 1406.15
DG5228 196.3302 62.6729 3.669e-16 2.797e-16 1.085e-16 101.8514 828.98
DG5229 196.3287 62.6258 7.362e-16 5.973e-16 2.164e-16 81.4354 828.92
DG5230 59.3005 108.0647 1.602e-14 1.162e-14 3.913e-15 1101.9856 259.82
DG5231 58.8196 108.2954 6.499e-15 5.664e-15 2.314e-15 402.2914 255.65
DG5232 58.3487 109.0186 6.618e-15 5.399e-15 2.117e-15 329.022 256.58
DG5233 59.2234 107.8726 7.138e-15 5.860e-15 2.540e-15 322.3584 257.34
DG5234 60.0272 106.6491 1.478e-25 3.615e-27 1.788e-32 456.784 257.86
DG5235 58.9198 106.6235 7.324e-15 5.604e-15 2.437e-15 340.2205 261.19
DG5236 58.9213 106.4566 6.838e-15 6.021e-15 2.330e-15 352.5855 260.47
DG5237 59.0149 108.6454 5.929e-15 5.164e-15 1.933e-15 305.093 258.87
DG5238 59.7884 109.0030 1.307e-25 3.305e-27 1.655e-32 376.4519 257.65
DG5239 58.2106 108.8991 6.207e-15 5.248e-15 2.310e-15 361.7718 258.11
DG5240 58.2884 109.1159 6.358e-15 4.931e-15 2.099e-15 391.4029 260.23
DG5241 58.7839 108.1611 4.815e-15 4.007e-15 1.625e-15 375.03 258.7
