Name X Y BlueF GreenF RedF Size RadialVelocity
DG1673 -22.5569 7.7840 6.776e-26 1.822e-27 9.145e-33 83.4209 1128.37
DG1674 -22.5966 7.7664 7.400e-26 1.987e-27 8.510e-33 69.8007 1127.72
DG1675 -22.5513 7.9340 2.589e-16 2.186e-16 9.492e-17 57.9934 1126.75
DG1676 20.0496 42.8005 1.304e-15 1.006e-15 4.092e-16 210.4008 490.0
DG1677 19.9587 42.7382 1.675e-15 1.203e-15 5.743e-16 154.7662 489.72
DG1678 20.4748 42.9124 1.697e-15 1.338e-15 5.399e-16 167.7147 489.87
DG1699 7.9047 13.1394 2.935e-16 2.103e-16 9.951e-17 83.6348 1012.32
DG1701 2.6942 22.7391 1.068e-16 9.016e-17 3.959e-17 119.3072 1687.22
DG1702 2.7209 22.7214 1.618e-16 1.230e-16 5.856e-17 49.5504 1687.34
DG1703 2.6141 22.8124 1.373e-16 1.170e-16 5.263e-17 42.0122 1687.84
DG1704 2.7048 22.8477 1.457e-16 1.271e-16 5.597e-17 38.0609 1687.07
DG1705 2.8474 22.7843 1.614e-16 1.372e-16 6.123e-17 53.6625 1687.8
DG1706 2.7065 22.6408 1.522e-16 1.410e-16 6.093e-17 49.9505 1687.12
DG1707 2.7882 22.7003 1.558e-16 1.185e-16 4.706e-17 43.4058 1687.26
DG1708 2.7521 22.6426 1.521e-16 1.241e-16 5.128e-17 41.37 1685.74
DG1852 -14.5919 -28.1433 3.406e-16 2.758e-16 1.286e-16 118.9239 881.93
DG1931 26.7591 -36.0153 2.372e-15 1.644e-15 5.495e-16 334.6073 667.93
DG1932 26.2067 -36.4867 5.835e-26 1.387e-27 6.712e-33 151.261 667.19
DG1933 27.2174 -35.7572 8.739e-16 7.127e-16 3.355e-16 119.4187 666.54
DG1934 26.2984 -35.5820 8.879e-16 7.601e-16 3.466e-16 140.2079 665.97
DG1935 26.4191 -35.2503 8.402e-16 6.567e-16 2.866e-16 100.5593 666.37
DG1936 27.2033 -35.7506 6.044e-26 1.381e-27 7.123e-33 138.5234 671.16
DG1937 27.0483 -35.1444 5.202e-26 1.456e-27 7.206e-33 128.7312 670.56
DG1938 26.5875 -35.3523 9.154e-16 7.433e-16 3.303e-16 124.3017 669.29
DG1939 27.1176 -35.9917 5.578e-16 4.107e-16 2.043e-16 287.9173 668.95
DG1940 27.4530 -36.1041 8.251e-16 6.300e-16 2.710e-16 112.8715 667.21
DG1941 27.1574 -35.6020 7.846e-16 6.794e-16 2.959e-16 115.6046 668.09
DG1942 26.7226 -35.3819 7.998e-16 8.135e-16 3.306e-16 155.9563 670.34
DG1943 27.4637 -36.2663 5.665e-26 1.541e-27 6.651e-33 149.7429 666.27
DG1947 -17.3502 -9.4025 4.941e-16 4.238e-16 1.892e-16 117.6295 795.47
DG1956 3.7926 13.0565 6.796e-16 4.889e-16 1.634e-16 194.4204 1333.99
DG1957 3.3825 13.1530 2.448e-16 1.952e-16 1.038e-16 78.2278 1332.21
DG1958 4.0602 12.7804 2.329e-16 1.810e-16 8.805e-17 59.1835 1335.83
DG1959 3.8048 13.4098 2.534e-16 2.025e-16 9.847e-17 69.8319 1337.31
